*year_2024,year,flood,precipitation,temperature,humidity,month,day,risk_level,is_monsoon_season,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,saturation_risk
"5    June 7, 2024    June                    Sitio Libjo   Waist Level                      0017H         14.500206764635475   121.00981735773354",2024,1,40.0,27.618064307630267,84.88430814790895,,,,,23.443402811376533,315.22399563959556,102.56167214925901,,0
Subsided as of,2024,1,40.0,30.832981005362853,89.01563979124512,,,,,27.446175308636825,330.5659934285804,114.50049699474,,1
"6    June 7, 2024    June     Sto. Niño     Pascor Drive   Knee Level                       0017H         14.46334602197292     121.016286291966",2024,1,40.0,25.29208477694998,86.56843485225522,,,,,21.894961932911105,321.47812152564666,93.9239795363987,,1
Subsided as of,2024,1,40.0,31.557192654708516,83.44707389216991,,,,,26.33355387286903,309.8867226541725,117.18990914613191,,0
"7    June 7, 2024    June                    El Dorado     Knee Level                       2350H         14.479764999578846   121.02097883617317",2024,1,40.0,26.74575198807379,92.61239348960704,,,,,24.769881072949296,343.92279749363263,99.32227748591202,,1
San Lorenzo                                  Subsided as of,2024,1,40.0,28.419013696678796,80.15367418540137,,,,,22.778883645140514,297.6564454986247,105.53605542727351,,0
"8    June 7, 2024    June                       Ruiz       Knee Level                       2350H         14.485042991870833   121.03026475046178",2024,1,40.0,31.94569621087971,88.05078911727584,,,,,28.12843760268727,326.9829509171872,118.63264510014454,,1
Don Bosco                                   Subsided as of,2024,1,40.0,31.11774603075902,81.20874974794704,,,,,25.270332501320812,301.5745446359566,115.55799243862555,,0
"9    June 7, 2024    June                   High School    Knee Level                       2350H         14.479968820877692   121.02101318897046",2024,1,40.0,30.505494071445522,83.2630297532688,,,,,25.399798605089337,309.2032614809087,113.28435066473396,,0
Subsided as of,2024,1,40.0,28.789095093357286,83.10969903130065,,,,,23.926530285924184,308.6338567948402,106.91037936438566,,0
"10   June 7, 2024    June                   France Street Gutter Level                      2350H         14.48423817578842    121.03143900441047",2024,1,40.0,24.69698986259235,87.42391098553087,,,,,21.59107443357832,324.6549937979113,91.71405168540241,,1
Lancris,2024,1,40.0,29.36586196414823,90.30858146005153,,,,,26.51989337333909,335.3674254937379,109.05224470475537,,1
Condiminium                                  Subsided as of,2024,1,40.0,25.560720357042428,79.53274697276245,,,,,20.329143045981937,295.3505875463123,94.92157712275292,,0
"11   June 7, 2024    June                    Malacañang Knee Level                          2350H         14.475624206396539   121.02698670230934",2024,1,40.0,25.851213558480215,85.4774316840758,,,,,22.096953408954462,317.42660263560964,96.0003445611798,,1
Santos                                    Subsided as of,2024,1,40.0,26.552183968655918,76.45574021951197,,,,,20.300668797682473,283.9239012183807,98.60344869599454,,0
"12   June 7, 2024    June    DonBosco        Compound     Knee Level                        2350H         14.484951745640139   121.03037032086941",2024,1,40.0,26.507989301755845,76.9363454837481,,,,,20.394278229993862,285.70866350275907,98.43932861549715,,0
Southwest    Subsided as of,2024,1,40.0,27.844533281721354,75.13393128581248,,,,,20.92069250274371,279.0152684846741,103.40268100541886,,0
"13   June 7, 2024    June   Marcelo Green     Ilang-Ilan   Gutter Level     Monsoon         2350H         14.461764071079767   121.04288212976927",2024,1,40.0,28.102192619457227,86.87781028299091,,,,,24.414569589292725,322.62700948335134,104.35951752476032,,1
                                                                                       Subsided as of,2024,1,40.0,27.05699145942099,88.27426093974466,,,,,23.884359243333712,327.81282963480294,100.47808769276281,,1
"14   June 7, 2024    June                     Ireneville   Gutter Level                   2350H         14.476474948627438   121.04026267363497",2024,1,40.0,26.250894266318674,88.56386248859394,,,,,23.24880590004866,328.88828585708393,97.48458767340931,,1
Subsided as of,2024,1,40.0,26.910695915138493,83.56455725181188,,,,,22.487803894866907,310.3230055768415,99.93480864603204,,0
"15   June 7, 2024    June                     Motorola     Gutter Level                   0104H         14.476470900931758   121.03884362835275",2024,1,40.0,26.980155488524982,86.097361994871,,,,,23.22920213773441,319.728758521082,100.1927517775253,,1
Subsided as of,2024,1,40.0,27.381042280908705,82.96180835919611,,,,,22.71580782383794,308.0846541259866,101.68147377163218,,0
"16   June 7, 2024    June                    Napa Street Knee Level                       0104H         14.470745747304356   121.03975345727895",2024,1,40.0,28.725590629809133,79.69395800160261,,,,,22.892560132232383,295.94925631985774,106.67455096244221,,0
"17   June 7, 2024    June                     Creekside  Gutter Level                    Subsided       14.463329814586718   121.03733856779627",2024,1,40.0,27.738724688431564,76.36090315176281,,,,,21.181540694867348,283.5717169326993,103.00975316896061,,0
"18   June 7, 2024    June                     Armela St  Knee Level                      Subsided       14.470017156810366   121.04062746427165",2024,1,40.0,32.708185629038255,80.2716159816228,,,,,26.255389162697924,298.0944308585695,121.46420450457573,,0
Magdalena St,2024,1,40.0,30.84871172285866,78.7764948834676,,,,,24.30153381197342,292.54219091212013,114.55891414782164,,0
cor,2024,1,40.0,29.322641130263385,80.36824983679432,,,,,23.56609348231669,298.4532876438324,108.89174102334094,,0
Hernandez St                               Subsided as of,2024,1,40.0,28.087686344963135,80.91127368449091,,,,,22.7261047702145,300.4698458361928,104.30564742900712,,0
"19   June 7, 2024    June                      Valley 3  Knee Level                       2350H         14.472764738170182   121.02450421272086",2024,1,40.0,29.21009222140322,89.98878745112165,,,,,26.28580780339516,334.17984739507654,108.47378253925979,,1
Valley 8                                Subsided as of,2024,1,40.0,29.439635886424444,93.33266598873989,,,,,27.476797030177732,346.59758132682765,109.32620948177153,,1
"20   June 7, 2024    June    San Antonio       Bridge    Knee Level                       2350H         14.471649383275464   121.03024344713849",2024,1,40.0,26.196333978689523,86.69827374397012,,,,,22.711769343728903,321.96028760709095,97.28197411331834,,1
San Martin De     Sitio Sto.,2024,1,40.0,26.970935232361636,87.16994606591271,,,,,23.510549695521885,323.7118767664945,100.15851169178924,,1
"21   June 7, 2024    June      Porres           Niño     Knee Level                      Subsided       14.472654037758867   121.04535656893677",2024,1,40.0,28.685462498929592,84.77084889351428,,,,,24.31691006937331,314.80265652176644,106.52553225651889,,0
Subsided as of,2024,1,40.0,30.674699973402955,75.73809496492142,,,,,23.232433396060657,281.25887384713036,113.91270897576459,,0
"22    June 7, 2024   June    Sun Valley       Annex 41    Knee Level                      2350H           14.491435843589    121.03333773145175",2024,1,40.0,28.616115036797673,81.75930330826458,,,,,23.396336287977316,303.61906495877645,106.26800545824896,,0
"23   June 23, 2024   June                   France Street Gutter Level                   Subsided       14.481514360482887   121.03048889017869",2024,1,40.0,26.823185019300407,93.9368471490539,,,,,25.19685431208815,348.8412516069988,99.60983062771544,,1
"24   June 23, 2024   June    DonBosco       Russia Street Gutter Level                   Subsided       14.486614537055434   121.02726457322521",2024,1,40.0,28.12289290169137,87.10152883178917,,,,,24.495469669099897,323.45780443697214,104.43638951463792,,1
"25   June 23, 2024   June                     Sito Wella  Waist Level                    Subsided       14.507113708313183   121.03396665677171",2024,1,40.0,29.781155070047266,85.4911238606334,,,,,25.460244168061408,317.4774495200063,110.5944655823169,,1
"26   June 23, 2024   June     Merville       Sta Agueda Waist Level                      Subsided       14.503944143445306    121.0363466424299",2024,1,40.0,30.510460959947835,88.84533666572891,,,,,27.107121758131438,329.93356049879094,113.30279556313458,,1
Subsided as of,2024,1,40.0,30.536811240429515,85.01770743740165,,,,,25.961696841099947,315.7193835147739,113.40064922868117,,1
1530H 24 July,2024,1,40.0,28.334986322722024,89.28409307011816,,,,,25.298635559784383,331.5629140262185,105.22401371850913,,1
27                                          Bagong Ilog    Knee Level                      2024         14.53159177364007    120.99762434419509,2024,1,40.0,28.05984702313319,90.36536368214188,,,,,25.35638281110697,335.578290367578,104.20226410110345,,1
Subsided as of,2024,1,40.0,31.42260047821679,89.23882787485347,,,,,28.041160354558766,331.3948184614896,116.6900913991153,,1
E. Rodriguez                               1530H 24 July,2024,1,40.0,28.101849933447628,90.10985998890041,,,,,25.32253762932056,334.6294589894167,104.35824493556743,,1
28                                               St.       Knee Level                      2024         14.532430901474662   120.9975264346692,2024,1,40.0,34.10374203484664,84.15600129146543,,,,,28.70034558728358,312.5193756415177,126.64670379069602,,0
EFFECTS OF   Subsided as of,2024,1,40.0,22.409995750847308,90.08644898172213,,,,,20.188369388893157,334.54252052710603,83.2211342353088,,1
SOUTHWEST    1530H 24 July,2024,1,40.0,28.775204785822144,83.9304618635602,,,,,24.151162278925803,311.68181872210835,106.85879670632524,,0
29                                          Bagong Sikat   Knee Level      MONSOON         2024         14.532711439110873   120.99857856003544,2024,1,40.0,29.499053684215202,82.00995965358486,,,,,24.192162024614227,304.5498953611,109.54686175591237,,0
ENHANCED    Subsided as of,2024,1,40.0,31.79025320736929,78.62811177819297,,,,,24.996075826460903,291.9911595572014,118.05539630434363,,0
Santiago                     BY TYPHOON   1530H 24 July,2024,1,40.0,29.994828060112276,81.01558065213473,,,,,24.3004841185094,300.8571972775975,111.38795562963152,,0
"30   July 24, 2024   July     Baclaran       Extension     Knee Level       “CARINA”       2024         14.529068331163138   120.99826687473177",2024,1,40.0,26.105350296790768,78.89039851992331,,,,,20.59461488416022,292.9651802747581,96.94409965369321,,0
                                                    Subsided as of,2024,1,40.0,25.399250811052852,86.80950132075174,,,,,22.04896296828197,322.3733392292744,94.32194832714261,,1
Dimasalang                      1530H 24 July,2024,1,40.0,29.741199394111288,81.81763825078535,,,,,24.33354693171874,303.8356959718344,110.44608730025476,,0
31                   Extension       Knee Level         2024         14.53036120648728    120.99654837451021,2024,1,40.0,26.858351544300056,87.55506597836526,,,,,23.5158474153132,325.14204731570993,99.7404240526372,,1
Subsided as of,2024,1,40.0,27.366763281536684,82.99464991208632,,,,,22.712949377780756,308.2066135994269,101.62844767842375,,0
Bagong                       1530H 24 July,2024,1,40.0,29.413431233727284,91.38702134760936,,,,,26.880058680630754,339.37228973579244,109.22889661549767,,1
32                   Lipunan St      Knee Level         2024         14.530901496194062   120.99934041099885,2024,1,40.0,30.621080070525675,100.0,,,,,30.62108007052568,371.3572066704308,113.71358760222013,,1
Subsided as of,2024,1,40.0,26.249574512863934,94.51828762345781,,,,,24.810648338002608,351.00047271119644,97.47968667384484,,1
Bagong                       1530H 24 July,2024,1,40.0,28.062706594650848,85.13950904630052,,,,,23.89245061978953,316.17170256726035,104.21288332601416,,1
33                  Silang (dulo)    Knee Level         2024         14.531767112203603   120.99812983853215,2024,1,40.0,27.193505047843516,77.43596006356604,,,,,21.05755170873192,287.5640182504892,100.98504074145427,,0
Subsided as of,2024,1,40.0,29.303816630766246,76.3776068179503,,,,,22.38155384889977,283.6337472008647,108.82183488783868,,0
J. Gabriel                    1530H 24 July,2024,1,40.0,25.838798860108692,87.84648812643248,,,,,22.698477372658154,326.2242644643913,95.95424168409075,,1
34                      Street       Gutter Level       2024         14.531392898208468   120.99645005266954,2024,1,40.0,31.559431082577156,92.95382783061437,,,,,29.335699232820165,345.19073852501106,117.19822170933823,,1
Subsided as of,2024,1,40.0,30.097703954612218,79.64102448439839,,,,,23.970119775734457,295.7526838889757,111.76999267778372,,0
Santiago                       1530H 24 July,2024,1,40.0,26.74516274784508,79.06615805296804,,,,,21.146372649734715,293.61787596713,99.32008929985811,,0
35                   Extension       Waist Level        2024         14.529014184716445   120.99831612640463,2024,1,40.0,27.337132719196422,90.22452614463982,,,,,24.664798457426265,335.05528002236696,101.51841244979622,,1
Corner,2024,1,40.0,29.771747647799206,96.48524007383098,,,,,28.72534219215419,358.3048923874378,110.55953044183681,,1
Bagong                        Subsided as of,2024,1,40.0,29.0247989381667,89.2079157593368,,,,,25.892418186076632,331.2800240927842,107.78568257848471,,1
Pagasa                        1530H 24 July,2024,1,40.0,30.11644108987982,88.4101091102017,,,,,26.625978427672365,328.3173116059251,111.83957437992355,,1
36                     Street        Gutter Level       2024         14.531338639424476   120.99871206998789,2024,1,40.0,25.849438091538353,93.79245077009611,,,,,24.244821496352582,348.30502524756787,95.99375123673914,,1
Subsided as of,2024,1,40.0,29.47091775711653,88.80301446532451,,,,,26.17106335891608,329.7763939575677,109.44237696296793,,1
Our Perpetual                   1200H 24 July,2024,1,40.0,29.951296763776305,77.02997811579868,,,,,23.07147734253481,286.05637502967414,111.22629902353083,,0
37                   Help Village Gutter Level          2024         14.494926308418071   121.0006513663225,2024,1,40.0,28.049053739284787,82.6572859673827,,,,,23.184586560425476,306.9537882780624,104.162182463696,,0
Subsided as of,2024,1,40.0,28.842775514884742,80.10834500456964,,,,,23.105470118357406,297.4881123188814,107.10972547829894,,0
M.H Del Pilar                   1200H 24 July,2024,1,40.0,28.190513926795017,77.62214527794377,,,,,21.882081674855797,288.2554304618357,104.68750506458474,,0
38                     Street        Gutter Level       2024         14.499402125420744   120.99315434674219,2024,1,40.0,28.410595636214687,74.96875929916202,,,,,21.299071057972014,278.4018904088469,105.50479435307817,,0
Subsided as of,2024,1,40.0,28.672389247973506,89.51082574682925,,,,,25.66489237720617,332.4049021610619,106.47698379694735,,1
1200H 24 July,2024,1,40.0,26.35224322275181,86.60507876520415,,,,,22.82238099946238,321.61420133718855,97.86095432700903,,1
39    La Huerta     M. Rodriguez Gutter Level           2024         14.500720311864196   120.99118399970051,2024,1,40.0,32.73590739613789,90.22365110820303,,,,,29.53553087619588,335.05203051149795,121.56715128451663,,1
Subsided as of,2024,1,40.0,30.91282113692976,82.48698404900763,,,,,25.49905384031751,306.32135983107855,114.79698907712887,,0
Olivarez to St                  1145H 24 July,2024,1,40.0,28.956190067211583,88.95336610624106,,,,,25.75750576090573,330.33473561145854,107.53089859177767,,1
40                      Peter        Knee Level         2024         14.481908898868673   120.99621860270005,2024,1,40.0,31.430158855179766,94.93812780543469,,,,,29.839204383381716,352.5595794834658,116.71815997667463,,1
Subsided as of,2024,1,40.0,27.492808792495197,80.97834556824904,,,,,22.263221710404718,300.7189221101782,102.09652676705275,,0
1145H 24 July,2024,1,40.0,25.606082871018938,88.94347446525752,,,,,22.77493977993741,330.2980022898082,95.09003408753158,,1
41   San Dionisio   DASA PNHS        Knee Level         2024          14.4786703879674     120.998369380962,2024,1,40.0,27.53163552095432,85.57538928862186,,,,,23.560304274581156,317.7903752595732,102.24071262130008,,1
                                  Subsided as of,2024,1,40.0,28.841061335834453,83.69371037748864,,,,,24.138154344207145,310.80262501668227,107.10335975086046,,0
San Juan De                  1500H 24 July,2024,1,40.0,25.143037792512644,100.0,,,,,25.14303779251264,371.3572066704308,93.3704828183657,,1
42     Coastal      Waist Level       2024         14.488876170973864   120.9853805516147,2024,1,40.0,28.76187697938505,85.86236460699187,,,,,24.695627679854052,318.8560787857056,106.80930293663,,1
Diamond St.                  Subsided as of,2024,1,40.0,30.4411063594916,72.07746002671394,,,,,21.94117626795203,267.66484219420124,113.04524225618287,,0
Bernabe                    1000H 24 July,2024,1,40.0,26.932926151589268,80.26190085551542,,,,,21.616878485277763,298.0583530376327,100.01736223115186,,0
43     Phase 3      Knee Level        2024         121.00149393178692   121.00149393178692,2024,1,40.0,24.528781387514456,83.8370806635921,,,,,20.56421423764666,311.3350409063515,91.08939739097022,,0
Evacom,2024,1,40.0,28.143849706681163,85.11099087058126,,,,,23.95350935448352,316.06579826651597,104.5142141202554,,1
(Northbound                  Subsided as of,2024,1,40.0,25.949863361079597,77.51686715449561,,,,,20.115521108381202,287.86447256336356,96.36668771249876,,0
and                      0953H 24 July,2024,1,40.0,28.597050711805185,85.11874493234819,,,,,24.341450653555718,316.0945935336971,106.19720871348628,,1
44   Southbound)    Knee Level        2024         14.474902622808647   121.00030785626544,2024,1,40.0,24.03728111854421,85.76046664626882,,,,,20.61448445633898,318.4776733651104,89.26417572134467,,1
SM Sucat,2024,1,40.0,31.22096109951699,81.33558817855646,,,,,25.393752345290455,302.0455682888524,115.94128903482812,,0
(Northbound                  Subsided as of,2024,1,40.0,29.796664008007053,83.3029642205593,,,,,24.821504357510385,309.3515610031374,110.65205914110862,,0
and                      1100H 24 July,2024,1,40.0,29.68218438726786,79.30985111214612,,,,,23.54089624437482,294.52284770454344,110.22693081932465,,0
45   Southbound)    Knee Level        2024         14.484232354038618   120.9940753849668,2024,1,40.0,29.280796290980263,86.55467359909743,,,,,25.343897656874592,321.42701812031703,108.73634719704341,,1
Subsided as of,2024,1,40.0,28.324299306113687,81.94154630710773,,,,,23.20936883208294,304.2958374686328,105.18432671215601,,0
1145H 24 July,2024,1,40.0,27.564475145159925,79.62766730646503,,,,,21.948948563361185,295.7030810461124,102.36266493243107,,0
46   Gatchalian 1   Waist Level       2024         14.481804221216493   120.9981226631078,2024,1,40.0,26.86770152781398,81.86053508812358,,,,,21.99404423654848,303.9949964687236,99.77514589023866,,0
Subsided as of,2024,1,40.0,30.43371425829752,83.70052128000751,,,,,25.473177479062997,310.8279177940254,113.01779115567429,,0
Canaynay                    1000H 24 July,2024,1,40.0,30.104247919653723,90.54543881531276,,,,,27.258023380900127,336.24701235202946,111.79429416356734,,1
47      Ave         Knee Level        2024         14.469333797321422   120.9976649022258,2024,1,40.0,26.434682328826693,82.17534573381367,,,,,21.72279159734868,305.16406848885947,98.1670978885328,,0
Subsided as of,2024,1,40.0,29.395543551163104,92.82382406654983,,,,,27.286067629337676,344.70796017821453,109.16246941718926,,1
1000H 24 July,2024,1,40.0,26.316160614376265,85.03551392678527,,,,,22.378082424233106,315.78550919635495,97.72695896045178,,1
48     Topland      Waist Level       2024          14.4713932432849     120.999096925169,2024,1,40.0,25.60018030564555,90.94681878764816,,,,,23.28254959188665,337.73756580542874,95.06811448563907,,1
Subsided as of,2024,1,40.0,27.233514156700487,84.9191056960277,,,,,23.12645667147115,315.35321884227915,101.13361745051925,,0
1145H 24 July,2024,1,40.0,27.959068678235653,84.98913696692387,,,,,23.762171173622008,315.61328501367495,103.82801645456325,,0
49   Gatchalian 2   Waist Level       2024         14.475258475186681   120.99961580200417,2024,1,40.0,26.612497531846714,85.86707445579714,,,,,22.851373070217992,318.8735691486673,98.8274274595033,,1
Subsided as of,2024,1,40.0,25.236171301307575,86.28797628276428,,,,,21.775781507150047,320.43661841611726,93.71634081510072,,1
Lorenzana                   1510H 24 July,2024,1,40.0,29.32299987881207,83.07425412080876,,,,,24.35986343516878,308.50222956533065,108.89307326193031,,0
50        Street   Waist Level        2024         14.490414525087248   120.98761090137218,2024,1,40.0,30.069272587861274,85.05522325893514,,,,,25.575486931943193,315.8587012216801,111.66441074839919,,1
Villanueva                 Subsided as of,2024,1,40.0,25.528283712863193,81.49613963135056,,,,,20.80456574012231,302.6417876792174,94.80112130699129,,0
VIllage James                1145H 24 July,2024,1,40.0,24.47480823084954,86.71398840011251,,,,,21.223082370248655,322.0186451151792,90.88896418402753,,1
51        Street   Waist Level        2024         14.476985120731806   121.00125701405257,2024,1,40.0,26.00824420805065,84.83934049364218,,,,,22.065222860086063,315.05700501480527,96.58348919504101,,0
Petonia                  Subsided as of,2024,1,40.0,28.69517843628236,88.78303472069084,,,,,25.47645023424876,329.7021977359962,106.56161309007398,,1
Extension                  1510H 24 July,2024,1,40.0,27.510383065112674,84.59912820494374,,,,,23.2735442389258,314.1649593694156,102.16179009493767,,0
52       Tramo 1   Waist Level        2024         14.488655258905634   120.98838515866657,2024,1,40.0,27.792325948955632,87.86241037259889,,,,,24.419007477361685,326.28339287299406,103.20880531278293,,1
                                                 Subsided as of,2024,1,40.0,27.79872238455845,84.44442503466284,,,,,23.4744712846225,313.59045799762987,103.23255893736403,,0
R. Medina                     1145H 24 July,2024,1,40.0,26.990523235188622,82.42689470949522,,,,,22.24745016861077,306.09821373835854,100.23125315193005,,0
53                 Subdivision     Knee Level        2024         14.47862740173645    121.00176447949977,2024,1,40.0,26.029473755670832,78.88256351220286,,,,,20.53271616720922,292.936084408945,96.66232665007207,,0
Subsided as of,2024,1,40.0,29.890946610657856,77.07220306027588,,,,,23.037611068404875,286.2131804040028,111.00218438068883,,0
1145H 24 July,2024,1,40.0,26.78615368854049,90.10221857296287,,,,,24.13491874373851,334.601082040641,99.47231211221253,,1
54                 Kay Talise  Waist Level           2024         14.479026065340584   120.99921886758841,2024,1,40.0,28.13411380290382,87.09828392634114,,,,,24.504330320213104,323.4457542467413,104.47805913994374,,1
DASA                       Subsided as of,2024,1,40.0,28.97487623496303,84.59033944885458,,,,,24.509946162040723,314.13232169030186,107.6002910223732,,0
Clarmen                      1915H 23 July,2024,1,40.0,31.193560764976326,83.06901375618588,,,,,25.912183282902387,308.4827690936478,115.83953591785955,,0
55                (Northbound) Gutter Level          2024         14.47400350965944    121.00423435406056,2024,1,40.0,28.82577730393885,83.0053927701633,,,,,23.92694967018703,308.24650797709813,107.04660139694633,,0
Sanamama                      Subsided as of,2024,1,40.0,29.612286298599294,82.89389169120216,,,,,24.546776531649595,307.83244068486067,109.96735922972904,,0
Neighborhood                   1200H 24 July,2024,1,40.0,29.0514432474416,77.25825089368566,,,,,22.444636912345132,286.9040824412242,107.88462814114462,,0
56                 Associaton  Knee Level            2024         14.476343858877067   121.00644578572735,2024,1,40.0,26.92756618299515,89.15229926124498,,,,,24.00654438723364,331.07348821902247,99.99745760150233,,1
Subsided as of,2024,1,40.0,25.162639105200107,86.09403756864917,,,,,21.663531964494588,319.7164130247268,93.44327370563259,,1
Silverio Purok                 0635H 24 July,2024,1,40.0,30.029662108455753,81.91672859998802,,,,,24.599316808877138,304.2036751247134,111.51731437853007,,0
57                       3         Waist Level       2024         14.470850168446994   121.01184677320096,2024,1,40.0,27.786534853119377,92.72288184997666,,,,,25.764475882060466,344.3331039823972,103.1872996610498,,1
Hidden                     Subsided as of,2024,1,40.0,32.77332463552846,76.88365828969535,,,,,25.197330922952247,285.51300581065175,121.70610289953063,,0
Village Phase                  0700H 24 July,2024,1,40.0,26.95977959240762,83.13775830872912,,,,,22.413756398101924,308.73805694371043,100.1170844188698,,0
58                    1 and 2      Waist Level       2024         14.471420424097193   121.01107690974122,2024,1,40.0,28.18041141853801,83.55772557929073,,,,,23.5469108402171,310.2976356685981,104.64998867211789,,0
Subsided as of,2024,1,40.0,28.146827861673124,92.16171849308344,,,,,25.94060025860796,342.2491834153805,104.52527371344387,,1
Hidden                       0700H 24 July,2024,1,40.0,29.401576316370765,85.96252898778506,,,,,25.274338563825967,319.22804643229796,109.18487252554941,,1
59                 Creekside       Waist Level       2024         14.471420424097193   121.01107690974122,2024,1,40.0,24.454405604424174,85.38951796688754,,,,,20.881499067285336,317.1001287111792,90.8131975604469,,1
Subsided as of,2024,1,40.0,30.015767118693716,88.86485354927086,,,,,26.67346749171737,330.0060378523414,111.46571433268264,,1
Equity Homes                   0800H 24 July,2024,1,40.0,27.907149015095392,88.39993181225597,,,,,24.66990070008899,328.2795174765593,103.63520904381289,,1
60                      4      Chest Level           2024         14.471433766085376   121.00415779055282,2024,1,40.0,28.925174897419602,94.10248195000699,,,,,27.219307486852234,349.4563483770923,107.41572152359409,,1
Subsided as of,2024,1,40.0,30.693800145611277,82.1721828189947,,,,,25.22176556974856,305.15232277673834,113.98363884174665,,0
0700H 24 July,2024,1,40.0,26.308012732432427,90.435194950027,,,,,23.791702602053192,335.83761381337877,97.69670121366234,,1
61                   SAV 2         Waist Level       2024         14.469776644805169   121.00709971690615,2024,1,40.0,28.795602138964494,83.41290491048274,,,,,24.019248230575386,309.7598336782313,106.93454374718937,,0
Guerrero                     Subsided as of,2024,1,40.0,26.244689428779225,79.87035874332474,,,,,20.961727597837395,296.60433318686296,97.46154556204436,,0
Compound                      1430H 24 July,2024,1,40.0,27.031492939925137,86.9152470624857,,,,,23.494488873414312,322.7660336619506,100.3833971030207,,1
62                 Creekside       Chest Level       2024         14.47023198538167    121.00143088200349,2024,1,40.0,28.15232275345827,80.02992538931622,,,,,22.530282894952148,297.1968954261946,104.54567939008675,,0
Subsided as of,2024,1,40.0,28.285331212847233,84.51853899804186,,,,,23.906348691855598,313.86568554178695,105.03961588950897,,0
1430H 24 July,2024,1,40.0,25.795589475598856,94.09016728600595,,,,,24.271113290002308,349.4106169848472,95.79378052075553,,1
63                  Riverville     Knee Level        2024         14.460244455136388   121.01240444598501,2024,1,40.0,29.440711301912653,91.51930448261184,,,,,26.94393421824416,339.8635326908337,109.33020311468864,,1
Subsided as of,2024,1,40.0,28.469041311981126,83.61506083246209,,,,,23.804406211431782,310.51055426321267,105.72183658202407,,0
Salvador                     0630H 24 July,2024,1,40.0,28.287605328223165,91.64102396362264,,,,,25.92305117757199,340.31554675548915,105.04806098084549,,1
64   San Isidro      Estate        Waist Level       2024         14.473521620946384   121.00255782585884,2024,1,40.0,29.445311129225054,90.63707865497562,,,,,26.688369808398,336.58732350079873,109.34728490490764,,1
                                              Subsided as of,2024,1,40.0,29.33691265864408,88.62166195984275,,,,,25.998859565797876,329.10292835898383,108.94473937248468,,1
Vitalez                    0700H 24 July,2024,1,40.0,32.455239879371,85.97450710448317,,,,,27.903232515866875,319.27252803187974,120.52487223421984,,1
65                Compound      Waist Level       2024         14.509965645772855   121.00562494480626,2024,1,40.0,28.734361247173624,96.08283204224534,,,,,27.608788055533868,356.81052116192393,106.70712128209473,,1
Subsided as of,2024,1,40.0,26.17668493932192,86.30099640362239,,,,,22.590739928071777,320.4849695732411,97.20900598958524,,1
Kaingin 2                   1230H 24 July,2024,1,40.0,28.015672127352953,82.75971511844773,,,,,23.18569044111567,307.3341663122737,104.03821744208439,,0
66                Halik Alon    Chest Level       2024          14.4975165646766    121.0028845409560,2024,1,40.0,26.44545980233058,87.10583280282319,,,,,23.03553799935589,323.47378754358,98.20712081308646,,1
