date,temperature,humidity,precipitation,source,flood
2025-03-20T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-03-21T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-03-22T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-03-23T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-03-24T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-03-25T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-03-26T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-03-27T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-03-28T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-03-29T08:00:00,27.5,75.0,7.361486911773682,chirps+estimated,0
2025-03-30T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-03-31T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-01T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-02T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-03T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-04T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-05T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-06T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-07T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-08T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-09T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-10T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-11T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-12T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-13T08:00:00,27.5,75.0,1.7521255016326904,chirps+estimated,0
2025-04-14T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-15T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-16T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-17T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-18T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-19T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-20T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-21T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-22T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-23T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-24T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-25T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-26T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-27T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-28T08:00:00,27.5,75.0,12.098906517028809,chirps+estimated,0
2025-04-29T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-04-30T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-01T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-02T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-03T08:00:00,27.5,75.0,6.0667290687561035,chirps+estimated,0
2025-05-04T08:00:00,27.5,75.0,3.0333645343780518,chirps+estimated,0
2025-05-05T08:00:00,27.5,75.0,9.100093841552734,chirps+estimated,0
2025-05-06T08:00:00,27.5,75.0,4.620171546936035,chirps+estimated,0
2025-05-07T08:00:00,27.5,75.0,5.807973384857178,chirps+estimated,0
2025-05-08T08:00:00,27.5,75.0,5.322729587554932,chirps+estimated,0
2025-05-09T08:00:00,27.5,75.0,2.7887754440307617,chirps+estimated,0
2025-05-10T08:00:00,27.5,75.0,0.4834921658039093,chirps+estimated,0
2025-05-11T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-12T08:00:00,27.5,75.0,29.518539428710938,chirps+estimated,0
2025-05-13T08:00:00,27.5,75.0,19.679025650024414,chirps+estimated,0
2025-05-14T08:00:00,27.5,75.0,9.839512825012207,chirps+estimated,0
2025-05-15T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-16T08:00:00,27.5,75.0,0.6652531027793884,chirps+estimated,0
2025-05-17T08:00:00,27.5,75.0,0.27578288316726685,chirps+estimated,0
2025-05-18T08:00:00,27.5,75.0,0.5453922748565674,chirps+estimated,0
2025-05-19T08:00:00,27.5,75.0,0.4989960491657257,chirps+estimated,0
2025-05-20T08:00:00,27.5,75.0,0.6972721219062805,chirps+estimated,0
2025-05-21T08:00:00,27.5,75.0,5.273247241973877,chirps+estimated,0
2025-05-22T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-23T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-24T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-25T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-26T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-27T08:00:00,27.5,75.0,5.3847246170043945,chirps+estimated,0
2025-05-28T08:00:00,27.5,75.0,6.153970718383789,chirps+estimated,0
2025-05-29T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-05-30T08:00:00,27.5,75.0,16.154172897338867,chirps+estimated,0
2025-05-31T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-06-01T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-06-02T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-06-03T08:00:00,27.5,75.0,9.664630889892578,chirps+estimated,0
2025-06-04T08:00:00,27.5,75.0,9.664630889892578,chirps+estimated,0
2025-06-05T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-06-06T08:00:00,27.5,75.0,4.976374626159668,chirps+estimated,0
2025-06-07T08:00:00,27.5,75.0,34.834625244140625,chirps+estimated,0
2025-06-08T08:00:00,27.5,75.0,9.952749252319336,chirps+estimated,0
2025-06-09T08:00:00,27.5,75.0,14.929123878479004,chirps+estimated,0
2025-06-10T08:00:00,27.5,75.0,9.952749252319336,chirps+estimated,0
2025-06-11T08:00:00,27.5,75.0,5.398396015167236,chirps+estimated,0
2025-06-12T08:00:00,27.5,75.0,1.0292181968688965,chirps+estimated,0
2025-06-13T08:00:00,27.5,75.0,0.1542242020368576,chirps+estimated,0
2025-06-14T08:00:00,27.5,75.0,1.8852550983428955,chirps+estimated,0
2025-06-15T08:00:00,27.5,75.0,1.1858341693878174,chirps+estimated,0
2025-06-16T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-06-17T08:00:00,27.5,75.0,22.73830795288086,chirps+estimated,0
2025-06-18T08:00:00,27.5,75.0,11.36915397644043,chirps+estimated,0
2025-06-19T08:00:00,27.5,75.0,17.05373191833496,chirps+estimated,0
2025-06-20T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-06-21T08:00:00,27.5,75.0,15.17246150970459,chirps+estimated,0
2025-06-22T08:00:00,27.5,75.0,30.34492301940918,chirps+estimated,0
2025-06-23T08:00:00,27.5,75.0,7.586230754852295,chirps+estimated,0
2025-06-24T08:00:00,27.5,75.0,15.17246150970459,chirps+estimated,0
2025-06-25T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-06-26T08:00:00,27.5,75.0,23.820432662963867,chirps+estimated,0
2025-06-27T08:00:00,27.5,75.0,5.955108165740967,chirps+estimated,0
2025-06-28T08:00:00,27.5,75.0,17.865324020385742,chirps+estimated,0
2025-06-29T08:00:00,27.5,75.0,5.955108165740967,chirps+estimated,0
2025-06-30T08:00:00,27.5,75.0,11.910216331481934,chirps+estimated,0
2025-07-01T08:00:00,27.5,75.0,16.2608699798584,chirps+estimated,0
2025-07-02T08:00:00,27.5,75.0,12.85535717010498,chirps+estimated,0
2025-07-03T08:00:00,27.5,75.0,13.685139656066895,chirps+estimated,0
2025-07-04T08:00:00,27.5,75.0,24.671817779541016,chirps+estimated,0
2025-07-05T08:00:00,27.5,75.0,23.50214958190918,chirps+estimated,0
2025-07-06T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-07-07T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-07-08T08:00:00,27.5,75.0,33.001060485839844,chirps+estimated,0
2025-07-09T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-07-10T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-07-11T08:00:00,27.5,75.0,11.631820678710938,chirps+estimated,0
2025-07-12T08:00:00,27.5,75.0,11.631820678710938,chirps+estimated,0
2025-07-13T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-07-14T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-07-15T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-07-16T08:00:00,27.5,75.0,10.268332481384277,chirps+estimated,0
2025-07-17T08:00:00,27.5,75.0,71.87832641601562,chirps+estimated,0
2025-07-18T08:00:00,27.5,75.0,61.6099967956543,chirps+estimated,0
2025-07-19T08:00:00,27.5,75.0,71.87832641601562,chirps+estimated,0
2025-07-20T08:00:00,27.5,75.0,30.80499839782715,chirps+estimated,0
2025-07-21T08:00:00,27.5,75.0,95.73492431640625,chirps+estimated,0
2025-07-22T08:00:00,27.5,75.0,59.834327697753906,chirps+estimated,0
2025-07-23T08:00:00,27.5,75.0,35.900596618652344,chirps+estimated,0
2025-07-24T08:00:00,27.5,75.0,71.80119323730469,chirps+estimated,0
2025-07-25T08:00:00,27.5,75.0,11.966865539550781,chirps+estimated,0
2025-07-26T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-07-27T08:00:00,27.5,75.0,21.977462768554688,chirps+estimated,0
2025-07-28T08:00:00,27.5,75.0,21.977462768554688,chirps+estimated,0
2025-07-29T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-07-30T08:00:00,27.5,75.0,10.988731384277344,chirps+estimated,0
2025-07-31T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-08-01T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-08-02T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-08-03T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-08-04T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-08-05T08:00:00,27.5,75.0,7.201701641082764,chirps+estimated,0
2025-08-06T08:00:00,27.5,75.0,11.33114242553711,chirps+estimated,0
2025-08-07T08:00:00,27.5,75.0,11.33114242553711,chirps+estimated,0
2025-08-08T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-08-09T08:00:00,27.5,75.0,11.33114242553711,chirps+estimated,0
2025-08-10T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-08-11T08:00:00,27.5,75.0,18.135828018188477,chirps+estimated,0
2025-08-12T08:00:00,27.5,75.0,6.045276165008545,chirps+estimated,0
2025-08-13T08:00:00,27.5,75.0,18.135828018188477,chirps+estimated,0
2025-08-14T08:00:00,27.5,75.0,6.045276165008545,chirps+estimated,0
2025-08-15T08:00:00,27.5,75.0,12.09055233001709,chirps+estimated,0
2025-08-16T08:00:00,27.5,75.0,18.840595245361328,chirps+estimated,0
2025-08-17T08:00:00,27.5,75.0,18.840595245361328,chirps+estimated,0
2025-08-18T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-08-19T08:00:00,27.5,75.0,6.280198574066162,chirps+estimated,0
2025-08-20T08:00:00,27.5,75.0,6.280198574066162,chirps+estimated,0
2025-08-21T08:00:00,27.5,75.0,13.802440643310547,chirps+estimated,0
2025-08-22T08:00:00,27.5,75.0,27.604881286621094,chirps+estimated,0
2025-08-23T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-08-24T08:00:00,27.5,75.0,13.802440643310547,chirps+estimated,0
2025-08-25T08:00:00,27.5,75.0,13.802440643310547,chirps+estimated,0
2025-08-26T08:00:00,27.5,75.0,21.138813018798828,chirps+estimated,0
2025-08-27T08:00:00,27.5,75.0,14.092543601989746,chirps+estimated,0
2025-08-28T08:00:00,27.5,75.0,35.231361389160156,chirps+estimated,0
2025-08-29T08:00:00,27.5,75.0,14.092543601989746,chirps+estimated,0
2025-08-30T08:00:00,27.5,75.0,21.138813018798828,chirps+estimated,0
2025-08-31T08:00:00,27.5,75.0,21.138813018798828,chirps+estimated,0
2025-09-01T08:00:00,27.5,75.0,22.312162399291992,chirps+estimated,0
2025-09-02T08:00:00,27.5,75.0,4.462432384490967,chirps+estimated,0
2025-09-03T08:00:00,27.5,75.0,4.462432384490967,chirps+estimated,0
2025-09-04T08:00:00,27.5,75.0,8.924864768981934,chirps+estimated,0
2025-09-05T08:00:00,27.5,75.0,13.387295722961426,chirps+estimated,0
2025-09-06T08:00:00,27.5,75.0,20.002656936645508,chirps+estimated,0
2025-09-07T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-09-08T08:00:00,27.5,75.0,26.670207977294922,chirps+estimated,0
2025-09-09T08:00:00,27.5,75.0,13.335103988647461,chirps+estimated,0
2025-09-10T08:00:00,27.5,75.0,26.670207977294922,chirps+estimated,0
2025-09-11T08:00:00,27.5,75.0,5.401225566864014,chirps+estimated,0
2025-09-12T08:00:00,27.5,75.0,10.802451133728027,chirps+estimated,0
2025-09-13T08:00:00,27.5,75.0,10.802451133728027,chirps+estimated,0
2025-09-14T08:00:00,27.5,75.0,27.00613021850586,chirps+estimated,0
2025-09-15T08:00:00,27.5,75.0,16.203676223754883,chirps+estimated,0
2025-09-16T08:00:00,27.5,75.0,29.727764129638672,chirps+estimated,0
2025-09-17T08:00:00,27.5,75.0,14.863882064819336,chirps+estimated,0
2025-09-18T08:00:00,27.5,75.0,7.431941032409668,chirps+estimated,0
2025-09-19T08:00:00,27.5,75.0,7.431941032409668,chirps+estimated,0
2025-09-20T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-09-21T08:00:00,27.5,75.0,30.21835708618164,chirps+estimated,0
2025-09-22T08:00:00,27.5,75.0,45.327537536621094,chirps+estimated,0
2025-09-23T08:00:00,27.5,75.0,15.10917854309082,chirps+estimated,0
2025-09-24T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-09-25T08:00:00,27.5,75.0,30.21835708618164,chirps+estimated,0
2025-09-26T08:00:00,27.5,75.0,31.737619400024414,chirps+estimated,0
2025-09-27T08:00:00,27.5,75.0,5.289603233337402,chirps+estimated,0
2025-09-28T08:00:00,27.5,75.0,10.579206466674805,chirps+estimated,0
2025-09-29T08:00:00,27.5,75.0,15.868809700012207,chirps+estimated,0
2025-09-30T08:00:00,27.5,75.0,5.289603233337402,chirps+estimated,0
2025-10-01T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-02T08:00:00,27.5,75.0,20.697608947753906,chirps+estimated,0
2025-10-03T08:00:00,27.5,75.0,31.04641342163086,chirps+estimated,0
2025-10-04T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-05T08:00:00,27.5,75.0,5.174402236938477,chirps+estimated,0
2025-10-06T08:00:00,27.5,75.0,2.4087398052215576,chirps+estimated,0
2025-10-07T08:00:00,27.5,75.0,5.075268268585205,chirps+estimated,0
2025-10-08T08:00:00,27.5,75.0,8.987540245056152,chirps+estimated,0
2025-10-09T08:00:00,27.5,75.0,15.58292007446289,chirps+estimated,0
2025-10-10T08:00:00,27.5,75.0,7.652736663818359,chirps+estimated,0
2025-10-11T08:00:00,27.5,75.0,10.683539390563965,chirps+estimated,0
2025-10-12T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-13T08:00:00,27.5,75.0,8.012655258178711,chirps+estimated,0
2025-10-14T08:00:00,27.5,75.0,18.314640045166016,chirps+estimated,0
2025-10-15T08:00:00,27.5,75.0,16.025310516357422,chirps+estimated,0
2025-10-16T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-17T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-18T08:00:00,27.5,75.0,29.821434020996094,chirps+estimated,0
2025-10-19T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-20T08:00:00,27.5,75.0,9.94047737121582,chirps+estimated,0
2025-10-21T08:00:00,27.5,75.0,8.495429039001465,chirps+estimated,0
2025-10-22T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-23T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-24T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-25T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-26T08:00:00,27.5,75.0,17.140907287597656,chirps+estimated,0
2025-10-27T08:00:00,27.5,75.0,9.794805526733398,chirps+estimated,0
2025-10-28T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-10-29T08:00:00,27.5,75.0,17.140907287597656,chirps+estimated,0
2025-10-30T08:00:00,27.5,75.0,12.855682373046875,chirps+estimated,0
2025-10-31T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-01T08:00:00,27.5,75.0,15.677123069763184,chirps+estimated,0
2025-11-02T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-03T08:00:00,27.5,75.0,47.031368255615234,chirps+estimated,0
2025-11-04T08:00:00,27.5,75.0,39.192806243896484,chirps+estimated,0
2025-11-05T08:00:00,27.5,75.0,7.838561534881592,chirps+estimated,0
2025-11-06T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-07T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-08T08:00:00,27.5,75.0,49.52466583251953,chirps+estimated,0
2025-11-09T08:00:00,27.5,75.0,86.66815948486328,chirps+estimated,0
2025-11-10T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-11T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-12T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-13T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-14T08:00:00,27.5,75.0,40.772396087646484,chirps+estimated,0
2025-11-15T08:00:00,27.5,75.0,30.57929801940918,chirps+estimated,0
2025-11-16T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-17T08:00:00,27.5,75.0,24.9467830657959,chirps+estimated,0
2025-11-18T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-19T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-20T08:00:00,27.5,75.0,0.0,chirps+estimated,0
2025-11-21T08:00:00,27.5,75.0,4.0235395431518555,chirps+estimated,0
2025-11-22T08:00:00,27.5,75.0,4.050496578216553,chirps+estimated,0
2025-11-23T08:00:00,27.5,75.0,3.8661351203918457,chirps+estimated,0
2025-11-24T08:00:00,27.5,75.0,17.01738166809082,chirps+estimated,0
2025-11-25T08:00:00,27.5,75.0,20.559877395629883,chirps+estimated,0
2025-11-26T08:00:00,27.5,75.0,15.143966674804688,chirps+estimated,0
2025-11-27T08:00:00,27.5,75.0,13.530651092529297,chirps+estimated,0
2025-11-28T08:00:00,27.5,75.0,7.886984348297119,chirps+estimated,0
2025-11-29T08:00:00,27.5,75.0,3.7785465717315674,chirps+estimated,0
2025-11-30T08:00:00,27.5,75.0,2.141982316970825,chirps+estimated,0
