unnamed:_0,*year_2023,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,year,flood,precipitation,temperature,humidity,month,day,risk_level,is_monsoon_season,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,saturation_risk
,,,,,Gutter,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,25.969709390108182,84.66587946573317,,,,,21.98748284983018,314.41284498690055,96.44038737153431,,0
4,,,,Wilcon Depot ,,,,14.48118416,120.9967039,2023,1,40.0,26.416878930100236,90.30696313896459,,,,,23.856281117870523,335.3614157417545,98.10098368432982,,1
,,,,,Level ,Thunderstorm ,of1230H ,,,2023,1,40.0,31.340631226236972,81.88511298558966,,,,,25.66331129000114,304.08626826221195,116.3856926746344,,0
,,,,Lire Lane St.,Gutter,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,28.55891117825223,86.47679150803108,,,,,24.696830076580962,321.1377973624365,106.0555748070469,,1
5,,,San Dionisio ,,,,,14.47641048,121.0016749,2023,1,40.0,21.780406480429363,82.40783732718299,,,,,17.948761941591453,306.02744277573936,80.88310910718798,,0
,,,,VIllanueva Village ,Level ,Thunderstorm ,of 1400H ,,,2023,1,40.0,26.338076461022734,87.04572264758949,,,,,22.926168986971902,323.2505641501789,97.80834503637628,,1
,,,,Olivarez,,,,,,2023,1,40.0,30.393189153848848,76.66893605426225,,,,,23.30213475721534,284.7156193150471,112.86729825979343,,0
,,,,,Gutter,InterTropicalConvergenceZone/Localized,,,,2023,1,40.0,26.080268306969717,88.5644874040102,,,,,23.097855939658256,328.8906065255178,96.8509558769164,,1
6,,,,Compound,,,Subsided as,14.47297956,120.9979914,2023,1,40.0,33.39301433175147,89.39248516088762,,,,,29.85084538128401,331.9654358667516,124.0073652454489,,1
,,,,,Level ,Thunderstorm ,,,,2023,1,40.0,27.683709283655965,85.72174322387197,,,,,23.730958186978775,318.3338711453702,102.80544949854752,,1
,,,,Phase 3 ,,,of 1400H ,,,2023,1,40.0,30.622030306217795,80.78358142630587,,,,,24.737572786811516,299.99565143306245,113.71711637094317,,0
,20 May 2023,,,Aratiles St.,,,,,,2023,1,40.0,28.958377822278795,76.99273258784746,,,,,22.295846398485637,285.9180610774648,107.53902297788406,,0
,,MAY ,,,Gutter,InterTropicalConvergenceZone/Localized,,,,2023,1,40.0,28.833741546328273,79.62143400146903,,,,,22.95783849546392,295.679933218796,107.07617718501615,,0
7,(Saturday) ,,,Olivarez,,,Subsided as,14.47673239,120.9922703,2023,1,40.0,27.82200562906647,86.3776070557769,,,,,24.031982697311168,320.76946875109405,103.31902294379127,,1
,,,,,Level ,Thunderstorm ,,,,2023,1,40.0,26.92022331506653,80.76479634758284,,,,,21.742063536727997,299.9258916894458,99.97018933227311,,0
,,,,Compound ,,,of 1300H ,,,2023,1,40.0,28.619650503185948,85.43046443485576,,,,,24.44990034450429,317.2521863708562,106.28113466747122,,1
,,,,,Gutter,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,26.68537073155232,82.71936438748467,,,,,22.07396905358395,307.1843209648982,99.0980473383414,,0
8,,,,Pitong Gatang ,,,,14.49254087,120.9897297,2023,1,40.0,28.10607933076004,88.68639612169564,,,,,24.92626884955587,329.3433233342022,104.37395110728579,,1
,,,,,Level ,Thunderstorm ,of 1300H ,,,2023,1,40.0,28.507525441726806,82.9117385523924,,,,,23.636084962001277,307.8987162900551,105.86475017125905,,0
,,,,,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,26.0881663106051,90.12328744567033,,,,,23.511513113411162,334.67932281780435,96.88028568259948,,1
9,,,,Hidden Village ,,,,14.47142042,121.0110769,2023,1,40.0,32.05365571847537,82.15996722501983,,,,,26.335273032720057,305.10695928817506,119.03356051188693,,0
,,,,,Level ,Thunderstorm ,of 1030H ,,,2023,1,40.0,27.209282768899836,92.0328212674444,,,,,25.041470578855133,341.7705142787717,101.04363244564529,,1
,,,,San Antonio,Waist,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,27.34276257425884,85.5980863176999,,,,,23.40488150995782,317.87466231275454,101.5393193222956,,1
10,,,,,,,,14.4697662,121.0071013,2023,1,40.0,27.684464146832514,90.93298515677108,,,,,25.17430967337082,337.6861936202225,102.80825273735414,,1
,,,,Valley 2 ,Level ,Thunderstorm ,of 1230H ,,,2023,1,40.0,30.387983294789105,82.54491392093395,,,,,25.083734652991456,306.53648658529187,112.84796592700596,,0
,,,,,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,29.928201733260902,88.46570574761724,,,,,26.47619488089987,328.5237737256341,111.14053396332913,,1
11,,,San Isidro ,Top Land ,,,,14.47139324,120.9990969,2023,1,40.0,27.134100040447084,84.75632935508035,,,,,22.997867197818323,314.74873716941676,100.76443596536453,,0
,,,,,Level ,Thunderstorm ,of 1230H ,,,2023,1,40.0,26.45757158966837,90.05252752454561,,,,,23.825711938112466,334.4165507512734,98.25209880822194,,1
,,,,,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,29.039975869017645,85.3727984426569,,,,,24.792240066452635,317.0380395530277,107.84204320495108,,1
12,,,,Garden City 1 ,,,,14.47493903,121.0122091,2023,1,40.0,26.230751099314322,80.081156544156,,,,,21.005888850549823,297.38714601175263,97.40978457108699,,0
,,,,,Level ,Thunderstorm ,of 1300H ,,,2023,1,40.0,26.61676910138858,91.48437176650322,,,,,24.350183996946086,339.7338075320786,98.84329024083496,,1
,,,,Greenheights,Gutter,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,27.477765099409975,84.3157186405845,,,,,23.16807510993924,313.11249752777434,102.04066092863141,,0
13,,,,,,,,14.46761195,121.0141183,2023,1,40.0,27.38035436542948,86.92032398239724,,,,,23.799092721959745,322.78488716991893,101.67891914792428,,1
,,,,Subdivision ,Level ,Thunderstorm ,of 1300H ,,,2023,1,40.0,31.06219567139194,82.88983852656582,,,,,25.7474038348227,307.8173889658854,115.35170217578458,,0
,,,,,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,27.35093705430052,86.18128555068526,,,,,23.57138916355491,320.04041469369236,101.56967584303821,,1
14,,,,Pascor Drive ,,,,14.50845386,120.9982638,2023,1,40.0,27.472518960488987,87.94717801442904,,,,,24.16130515522902,326.5981836198549,102.02117901367637,,1
,,,,,Level ,Thunderstorm ,of 1030H ,,,2023,1,40.0,28.013886163455343,91.17404252689995,,,,,25.54139248410612,338.5813775364063,104.03158513644208,,1
,,,Sto Niño ,,,,,,,2023,1,40.0,29.080358165350383,84.37853248895311,,,,,24.5375794624541,313.3457612804782,107.99200577260171,,0
,,,,,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,29.15963548233189,94.28408954101421,,,,,27.49289682799515,350.1307612541582,108.28640780246751,,1
15,,,,Johan St. ,,,,14.50796613,120.999567,2023,1,40.0,25.92099648941982,91.04794221913255,,,,,23.600533906310332,338.11309495587847,96.25948850424987,,1
,,,,,Level ,Thunderstorm ,of 1030H ,,,2023,1,40.0,25.45188744462839,85.63207664488101,,,,,21.79497976415303,318.00088784231247,94.51741825927408,,1
,,,,,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,29.82277468452591,85.90346759555825,,,,,25.618797587218065,319.00871769590384,110.7490230200718,,1
16,,,Don Bosco ,El Dorado Dulo ,,,,14.4811838,121.0215527,2023,1,40.0,25.568773443584675,88.30476800655525,,,,,22.578446071479156,327.9261198259478,94.95148283998697,,1
,,,,,Level ,Thunderstorm ,of 1230H ,,,2023,1,40.0,28.204768535478145,95.0214687398367,,,,,26.800585317082664,352.8690720494742,104.74044058121221,,1
,,,,Fourth Estate,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,31.50536217132529,90.41487463509716,,,,,28.485533710537087,335.7621528594687,116.99743291083618,,1
17,,,,,,,,14.46104748,121.0274228,2023,1,40.0,30.76505244768233,79.51625675360448,,,,,24.46321809468016,295.28934992907335,114.24823940040609,,0
,,,,(North Bound) ,Level ,Thunderstorm ,of 1100H ,,,2023,1,40.0,31.77505444324718,87.34970102756824,,,,,27.75541505752345,324.37940977095,117.99895459845133,,1
,,,,,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,29.535369655549967,78.80542739766777,,,,,23.275474290537225,292.6496338886734,109.6817237326364,,0
18,,,,Area 2 ,,,,14.46354921,121.0316895,2023,1,40.0,28.752369138974483,95.23258637736052,,,,,27.381624775811424,353.6530726109712,106.77399488606663,,1
,,,,,Level ,Thunderstorm ,of 1100H ,,,2023,1,40.0,28.111221802880202,83.49751778077463,,,,,23.472172423252893,310.0740496698309,104.39304804810503,,0
,,,,San Antonio,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,32.56034689924258,86.23400313387563,,,,,28.078090565493625,320.2361852380523,120.91519472722948,,1
19,,,San Antonio ,,,,,14.46505509,,2023,1,40.0,27.05274315327096,82.70613613409638,,,,,22.37427858035172,307.13519689262415,100.46231130171326,,0
,,,,Valley 1 Stoplight ,Level ,Thunderstorm ,of 1030H ,,121.0198629,2023,1,40.0,23.093702601581796,99.573419659806,,,,,22.995189406460582,369.77306983488114,85.76012889801076,,1
,,,,San Antonio,Gutter,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,28.628360169633932,91.88952658545806,,,,,26.30646462905646,341.2383791504399,106.31347864150277,,1
20,,,,,,,,14.47382233,121.0248753,2023,1,40.0,30.087371374760593,83.7794782411572,,,,,25.207042754253706,311.1211301594227,111.73162189786973,,0
,,,,Valley 3 ,Level ,Thunderstorm ,of 1100H ,,,2023,1,40.0,27.678097648419516,85.44151249917276,,,,,23.648585261807604,317.29321415389495,102.78461028668491,,1
,,,,,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,29.275836546310746,80.22461981703759,,,,,23.486428567535146,297.9199072145237,108.71792882778071,,0
21,,,,Susafe St ,,,,14.47192745,121.0200041,2023,1,40.0,27.086041563190907,85.72825696734635,,,,,23.220391313574538,318.3580604011864,100.58596734665764,,1
,,,,,Level ,Thunderstorm ,of 1230H ,,,2023,1,40.0,30.01399239924991,85.16842808124935,,,,,25.562445530866807,316.27909548764234,111.45912378412989,,1
,,,,Sun Valley,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,27.42821299358798,81.50802633796107,,,,,22.35619507084575,302.68592982085124,101.85664561260447,,0
22,,,,,,,,14.49114515,121.0386929,2023,1,40.0,25.31330384811492,75.94957248330122,,,,,19.22534605404232,282.0442108521216,94.00277808635823,,0
,,,,Subdivision ,Level ,Thunderstorm ,of 1030H ,,,2023,1,40.0,29.395151726089225,82.29630394813385,,,,,24.191123410517502,305.61325553479736,109.16101434653987,,0
,,,Sun Valley ,,,,,,,2023,1,40.0,27.720348837194358,95.86041217736681,,,,,26.572840652338417,355.9845489646309,102.94151312110421,,1
,,,,,Knee,InterTropicalConvergenceZone/Localized,Subsided as,,,2023,1,40.0,28.165244190585554,89.75408287569738,,,,,25.279456612960697,333.30825503985324,104.5936640780643,,1
23,,,,Culdesac ,,,,14.49313255,121.0362397,2023,1,40.0,28.22190462087147,87.52565073257496,,,,,24.7014056685444,325.03281168060784,104.80407666926152,,1
,,,,,Level ,Thunderstorm ,of 1030H ,,,2023,1,40.0,27.695587470174186,87.2513522739604,,,,,24.164774587944517,324.01418458675676,102.84956000020469,,1
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,30.041422663754336,88.68761633927501,,,,,26.643021674890456,329.34785470012025,111.56098804817583,,1
,,,,,Knee,,,,,2023,1,40.0,26.809688479446304,78.75458983181477,,,,,21.113860197175235,292.4608449241824,99.55971025431609,,0
24,,,,Bernabe Phase 3 ,,ENHANCED BY SOUTHWEST,Subsided as,14.47297956,120.9979914,2023,1,40.0,26.33754277532541,82.58762152466443,,,,,21.75155014618235,306.6950843495413,97.80636315607829,,0
,,,,,Level ,,,,,2023,1,40.0,24.933470986606146,81.31462817825155,,,,,20.274559224691014,301.967731817202,92.59224138184288,,0
,,,,,,MONSOON/TYPHOON BETTY ,of 2021H ,,,2023,1,40.0,29.164978896238317,89.17094469505604,,,,,26.006687201889434,331.1427293811948,108.30625095509126,,1
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,29.97059346800359,86.35479595454743,,,,,25.88104483566142,320.6847580827575,111.29795872532873,,1
,,,,,Knee,,,,,2023,1,40.0,25.924293113209476,90.40003926363781,,,,,23.435571153161916,335.70706063841806,96.27173075426957,,1
25,,,San Dionisio ,Canaynay Ave. ,,ENHANCED BY SOUTHWEST,Subsided as,14.47510689,121.0011236,2023,1,40.0,25.81496566047756,93.11796907686104,,,,,24.038371740925797,345.8002888720667,95.8657353796804,,1
,,,,,Level ,,,,,2023,1,40.0,29.01210598287091,78.67665180701498,,,,,22.825753606025504,292.1714164523518,107.73854637425434,,0
,,,,,,MONSOON/TYPHOON BETTY ,of 1730H ,,,2023,1,40.0,29.702533049370953,91.51213199838494,,,,,27.18142125100426,339.8368971537598,110.3024970425055,,1
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,25.55721490251978,89.8170365672985,,,,,22.954733054579254,333.5420381104791,94.90855936475653,,1
,31 May 2023,,,,Gutter,,,,,2023,1,40.0,28.207056244770424,82.94162242932087,,,,,23.39539008896366,308.0096922206615,104.74893615453676,,0
26,,MAY ,,PNHS Main ,,ENHANCED BY SOUTHWEST,Subsided as,14.47873163,120.9982858,2023,1,40.0,29.352759106052876,78.37978184110537,,,,,23.006628551669433,291.0689684395065,109.00358629693847,,0
,(Wednesday) ,,,,Level ,,,,,2023,1,40.0,27.397818255272977,81.78951966738586,,,,,22.408543950331126,303.7312755859667,101.74377256142309,,0
,,,,,,MONSOON/TYPHOON BETTY ,of 1735H ,,,2023,1,40.0,28.784956851578446,86.75297437962429,,,,,24.971806242635758,322.1634223596873,106.8950117053105,,1
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,28.721376959440782,79.83894119822403,,,,,22.930843261968192,296.48766186897257,106.65890319386399,,0
,,,,,Knee,,,,,2023,1,40.0,30.54418499903884,81.28092115789894,,,,,24.826594927391557,301.8425583679687,113.42803221267938,,0
27,,,San Isidro ,Top Land ,,ENHANCED BY SOUTHWEST,Subsided as,14.47139324,120.9990969,2023,1,40.0,24.26841536998659,86.78089376179803,,,,,21.060347759899926,322.2671029974473,90.1225094211597,,1
,,,,,Level ,,,,,2023,1,40.0,23.983972969062755,92.59282858105017,,,,,22.207438978169684,343.8501417957282,89.06621206650263,,1
,,,,,,MONSOON/TYPHOON BETTY ,of 1734H ,,,2023,1,40.0,29.595229760028,93.641227648972,,,,,27.713336472824132,347.74344728912155,109.90401854453603,,1
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,33.405493015638264,86.58488144888754,,,,,28.9241065250068,321.5391971474928,124.05370573736012,,1
,,,,,Knee,,,,,2023,1,40.0,25.419349352883682,88.13207765474847,,,,,22.402600711015246,327.28482175928883,94.39658571066707,,1
28,,,Sto Niño ,Halik Alon ,,ENHANCED BY SOUTHWEST,Subsided as,14.49751656,121.0028845,2023,1,40.0,26.198714168831316,84.73864492431507,,,,,22.20043537426219,314.68306476131124,97.29081312094235,,0
,,,,,Level ,,,,,2023,1,40.0,30.558297883853147,90.85632060342677,,,,,27.764145096303793,337.4014942764167,113.4804414275064,,1
,,,,,,MONSOON/TYPHOON BETTY ,of 1740H ,,,2023,1,40.0,34.02496151419034,94.58614400762316,,,,,32.18289909635043,351.25246228398044,126.35414664978636,,1
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,27.24673656847594,83.39500608145372,,,,,22.722417618278183,309.6933650867224,101.18271982954303,,0
,,,,,Knee,,,,,2023,1,40.0,27.088841469605796,84.4665138340814,,,,,22.88100002741696,313.67248634613765,100.59636500090936,,0
29,,,,Doña Soledad,,ENHANCED BY SOUTHWEST,Subsided as,14.48581131,121.0282639,2023,1,40.0,28.522650971118534,85.28063378155034,,,,,24.324297519469404,316.6957794420051,105.9209199147023,,1
,,,,,Level ,,,,,2023,1,40.0,28.70704440064547,83.61477163960743,,,,,24.003329620080418,310.5094803247057,106.60567820387732,,0
,,,,Extension ,,MONSOON/TYPHOON BETTY ,of 1740H ,,,2023,1,40.0,29.468839301178953,77.84086447858246,,,,,22.938799263841958,289.0676599757794,109.43465846705625,,0
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,27.665544818859647,89.9948056806861,,,,,24.89755330023586,334.20219652427807,102.73799444947328,,1
,,,,,Knee,,,,,2023,1,40.0,28.22590226752255,83.79712003540936,,,,,23.652493204193206,311.1866442337641,104.81892221819753,,0
30,,,,El Dorado Dulo ,,ENHANCED BY SOUTHWEST,Subsided as,14.48040695,121.0212885,2023,1,40.0,27.040486491592645,90.61358292806521,,,,,24.502353651211575,336.5000704256573,100.41679530527362,,1
,,,,,Level ,,,,,2023,1,40.0,28.599235597754124,79.29372825918395,,,,,22.677400159086957,294.46297432814754,106.2053224449152,,0
,,,,,,MONSOON/TYPHOON BETTY ,of 1740H ,,,2023,1,40.0,27.458184252460637,85.39629361741187,,,,,23.44827164624123,317.1252905777001,101.96794604235792,,1
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,28.528947516499933,83.37721680084671,,,,,23.78664242183192,309.6273033111735,105.9443025897474,,0
,,,,Lancris,Knee,,,,,2023,1,40.0,27.172876026583587,91.45389023023098,,,,,24.850652213748504,339.6206121504278,100.90843338433996,,1
31,,,Don Bosco ,,,ENHANCED BY SOUTHWEST,Subsided as,14.47562421,121.0269867,2023,1,40.0,28.5429837583827,84.2284448970329,,,,,24.041311346898425,312.7884001915644,105.99642718552474,,0
,,,,Residences ,Level ,,,,,2023,1,40.0,26.985898699335625,88.6231711512139,,,,,23.915759191005414,329.108532849903,100.21407960476489,,1
,,,,,,MONSOON/TYPHOON BETTY ,of 1730H ,,,2023,1,40.0,26.620284073612098,84.57972069046475,,,,,22.515361916469384,314.0928881657623,98.85634334349945,,0
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,23.79951871628071,86.77964764672028,,,,,20.653138483603644,322.26247545930266,88.3812279057864,,1
,,,,,Gutter,,,,,2023,1,40.0,30.141084643584833,79.84230098200231,,,,,24.065335520371082,296.50013866816175,111.9310899925868,,0
32,,,,India Street ,,ENHANCED BY SOUTHWEST,Subsided as,14.48064647,121.0309432,2023,1,40.0,28.454708471753445,91.21414932418729,,,,,25.95472027518736,338.73031701849754,105.66861054691802,,1
,,,,,Level ,,,,,2023,1,40.0,27.721139650175267,73.99499134866001,,,,,20.51225488589715,274.7857329484107,102.9444498621001,,0
,,,,,,MONSOON/TYPHOON BETTY ,of 1730H ,,,2023,1,40.0,30.205660993407218,88.12229718035827,,,,,26.617922345901867,327.24850126279426,112.17089892145694,,1
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,25.89147017421287,87.16188071190713,,,,,22.567492347806432,323.6819254931513,96.14984040486463,,1
,,,,,Gutter,,,,,2023,1,40.0,26.68853070384889,80.9873528073063,,,,,21.614334520212363,300.75237114153936,99.1097821231935,,0
33,,,,Santos Extension ,,ENHANCED BY SOUTHWEST,Subsided as,14.49253065,121.0104106,2023,1,40.0,27.95785238396136,88.56254392592636,,,,,24.760185298291432,328.8833892795934,103.82349965812135,,1
,,,,,Level ,,,,,2023,1,40.0,28.911232551288744,88.48759562414142,,,,,25.58285454993953,328.60506335963794,107.36394561645821,,1
,,,,,,MONSOON/TYPHOON BETTY ,of 1740H ,,,2023,1,40.0,29.54472163611143,90.82350293865443,,,,,26.833551123390933,337.2796235132237,109.7164529864178,,1
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,29.215050085907556,79.32114812309746,,,,,23.173713152879845,294.56479996884957,108.4921939263936,,0
,,,,,Gutter,,,,,2023,1,40.0,29.667805930303203,70.0,,,,,20.767464151212245,259.9500446693016,110.17353538317839,,0
34,,,,Ilang-Ilang Street ,,ENHANCED BY SOUTHWEST,Subsided as,14.46176407,121.0428821,2023,1,40.0,26.848621932144276,86.3821297866005,,,,,23.192411443338557,320.7862642379458,99.70429243671563,,1
,,,,,Level ,,,,,2023,1,40.0,27.468914382539975,89.32910990886737,,,,,24.53773671955181,331.73008730112883,102.00779315369266,,1
,,,Marcelo,,,MONSOON/TYPHOON BETTY ,of 1737H ,,,2023,1,40.0,26.866920829331235,81.87217900871143,,,,,21.996533515518845,304.0382370069656,99.77224671016062,,0
,,,Green ,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,29.967739242007593,79.77562159786059,,,,,23.906950259137552,296.252519969788,111.28735935139792,,0
,,,,Sampaguita,Gutter,,,,,2023,1,40.0,30.166285010395832,84.3582153707341,,,,,25.447739678419193,313.27031219778416,112.02467337084684,,0
35,,,,,,ENHANCED BY SOUTHWEST,Subsided as,14.46983638,121.0375532,2023,1,40.0,25.49944905266959,83.0140407622725,,,,,21.168123030738045,308.27862291902795,94.69404171834341,,0
,,,,Street ,Level ,,,,,2023,1,40.0,26.84419322477912,73.78953292772542,,,,,19.808204798780622,274.02274829555887,99.68784611275277,,0
,,,,,,MONSOON/TYPHOON BETTY ,of 1737H ,,,2023,1,40.0,30.784246292023706,79.00283354485117,,,,,24.32042685612451,293.3827158426494,114.3195171246049,,0
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,27.565821041535454,81.46547147346371,,,,,22.45662607701812,302.52789926475145,102.36766301561592,,0
,,,,Fourth Estate,Knee,,,,,2023,1,40.0,28.75023029273338,86.53207727775013,,,,,24.87817149443918,321.34310505255144,106.7660521264107,,1
36,,,,,,ENHANCED BY SOUTHWEST,Subsided as,14.46104748,121.0274228,2023,1,40.0,31.11388250723698,83.8901514039694,,,,,26.101483142974253,311.5321229253759,115.54364496559505,,0
,,,,(North Bound) ,Level ,,,,,2023,1,40.0,26.74096268847656,92.44943120564106,,,,,24.721867904409283,343.3176253079702,99.30449207670868,,1
,,,,,,MONSOON/TYPHOON BETTY ,of 1737H ,,,2023,1,40.0,27.290486389325995,80.11493721796869,,,,,21.863756037286812,297.51259297841784,101.34518794217512,,0
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,29.205023978579536,77.92111576454464,,,,,22.75688054341198,289.3656789096457,108.45496125428248,,0
,,,,Fourth Estate,Knee,,,,,2023,1,40.0,27.301737124948513,89.21179799659512,,,,,24.356370573470485,331.294441060623,101.38696835971278,,1
37,,,San Antonio ,,,ENHANCED BY SOUTHWEST,Subsided as,14.46101814,121.0273447,2023,1,40.0,28.27123511877629,90.5271399479772,,,,,25.59314058099629,336.17905818943984,104.98726902831747,,1
,,,,(South Bound) ,Level ,,,,,2023,1,40.0,31.198238711793678,81.78486833064429,,,,,25.515438451920556,303.7140025117704,115.85690781049,,0
,,,,,,MONSOON/TYPHOON BETTY ,of 1730H ,,,2023,1,40.0,29.557173778642657,91.35426110448479,,,,,27.00173770884753,339.2506322120266,109.7626949150924,,1
,,,,,,LOCALIZED THUNDERSTORMS,,,,2023,1,40.0,26.90316288260996,87.0213449956601,,,,,23.411494186820388,323.16003598292207,99.90683418685649,,1
,,,,,Gutter,,,,,2023,1,40.0,28.33764047090801,78.74553613165338,,,,,22.314626915876897,292.4272233561628,105.23387008907349,,0
38,,,,Lower Barangay ,,ENHANCED BY SOUTHWEST,,14.46947844,121.0240903,2023,1,40.0,27.542489449036292,91.22295952175708,,,,,25.12507400137859,338.7630343220948,102.2810194654393,,1
,,,,,Level ,,,,,2023,1,40.0,27.194503970171414,87.06271405215624,,,,,23.67627322945261,323.31366295555205,100.98875031150797,,1
,,,,,,MONSOON/TYPHOON BETTY ,- ,,,2023,1,40.0,27.419094324043428,87.69881907365819,,,,,24.046221922878527,325.675884794892,101.82278277609831,,1
,,,,,Knee,Southwest Monsoon/Localized,Subsided as,,,2023,1,40.0,25.895114607362668,88.29038201532812,,,,,22.862895610147532,327.8726964107749,96.1633742700087,,1
39,,,,Bagong Ilog ,,,,14.53154406,120.997831,2023,1,40.0,25.94493688600203,83.14977139978367,,,,,21.57315571052884,308.7826684230854,96.34839289226339,,0
,,,,,Level ,Thunderstorm ,of 2334H ,,,2023,1,40.0,29.688115878642574,89.91585989510342,,,,,26.69432467893621,333.9090256601542,110.24895784000768,,1
,"June 7, 2023",,,Roax BLVD cor.,Gutter,Southwest Monsoon/Localized,Subsided as,,,2023,1,40.0,25.886706784544426,89.04607103474747,,,,,23.05109531192222,330.67900204440576,96.13215121404907,,1
40,,,Baclaran ,,,,,14.51761763,120.9931615,2023,1,40.0,30.61339650250212,90.2065510692859,,,,,27.61528915007256,334.9885282846357,113.68505411863524,,1
,(Wednesday) ,,,NAIA Rd. ,Level ,Thunderstorm ,of 0021H ,,,2023,1,40.0,28.833373246999656,88.29056269058566,,,,,25.457147482452783,327.87336736136444,107.07480947891722,,1
,,,,,Waist,Southwest Monsoon/Localized,Subsided as,,,2023,1,40.0,32.451295965026794,82.49111811044942,,,,,26.76943688288176,306.3367119661708,120.51022622407773,,0
