temperature,humidity,precipitation,flood,risk_level,month,is_monsoon_season,season,year,latitude,longitude,flood_depth_m,weather_type,flood_depth_category,weather_description
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,southwest monsoon/low pressure
27.5,85.0,25.0,1,1,3,0,dry,2023,,,0.5,monsoon,knee,southwest monsoon/low pressure
27.5,85.0,5.0,0,0,7,1,wet,2023,,,0.1,monsoon,gutter,southwest monsoon/low pressure
27.5,85.0,5.0,0,0,7,1,wet,2023,,,0.1,monsoon,gutter,southwest monsoon/low pressure
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,southwest monsoon/low pressure
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,southwest monsoon/low pressure
27.5,85.0,50.0,1,2,7,1,wet,2023,,,1.0,monsoon,waist,southwest monsoon/low pressure
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,southwest monsoon/low pressure
27.5,85.0,50.0,1,2,7,1,wet,2023,,,1.0,monsoon,waist,southwest monsoon/low pressure
27.5,85.0,25.0,1,1,3,0,dry,2023,,,0.5,monsoon,knee,southwest monsoon/low pressure
27.5,85.0,5.0,0,0,7,1,wet,2023,,,0.1,monsoon,gutter,southwest monsoon/low pressure
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,southwest monsoon/low pressure
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,southwest monsoon/low pressure
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,southwest monsoon/low pressure
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,3,0,dry,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,50.0,1,2,7,1,wet,2023,,,1.0,,waist,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,85.0,5.0,0,0,7,1,wet,2023,,,0.1,monsoon,gutter,monsoon enhanced by super
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,monsoon enhanced by super
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,monsoon enhanced by super
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,monsoon enhanced by super
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,monsoon enhanced by super
27.5,85.0,5.0,0,0,7,1,wet,2023,,,0.1,monsoon,gutter,monsoon enhanced by super
27.5,85.0,5.0,0,0,7,1,wet,2023,,,0.1,monsoon,gutter,monsoon enhanced by super
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,monsoon enhanced by super
27.5,85.0,25.0,1,1,7,1,wet,2023,,,0.5,monsoon,knee,monsoon enhanced by super
27.5,85.0,5.0,0,0,7,1,wet,2023,,,0.1,monsoon,gutter,monsoon enhanced by super
27.5,85.0,5.0,0,0,7,1,wet,2023,,,0.1,monsoon,gutter,monsoon enhanced by super
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,50.0,1,2,7,1,wet,2023,,,1.0,,waist,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,75.0,1,2,7,1,wet,2023,,,1.5,,chest,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,50.0,1,2,7,1,wet,2023,,,1.0,,waist,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,50.0,1,2,7,1,wet,2023,,,1.0,,waist,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,50.0,1,2,7,1,wet,2023,,,1.0,,waist,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,3,0,dry,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,5.0,0,0,7,1,wet,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,25.0,1,1,7,1,wet,2023,,,0.5,,knee,
27.5,75.0,5.0,0,0,3,0,dry,2023,,,0.1,,gutter,
27.5,75.0,25.0,1,1,6,1,wet,2024,14.474189978570331,120.99820196883024,0.5,,"2    june 7, 2024    june                    gatchalian    knee level                       0104h         14.474189978570331   120.99820196883023",
27.5,75.0,5.0,0,0,6,1,wet,2024,14.484014007435768,120.9940966326231,0.1,,"3    june 7, 2024    june   san dionisio     sm sucat    gutter level                       0330h         14.484014007435768   120.9940966326231",
27.5,75.0,50.0,1,2,6,1,wet,2024,14.47236131739471,121.01610820118736,1.0,,"4    june 7, 2024    june     san isidro        ave.     waist level                        2350h         14.47236131739471    121.01610820118736",
27.5,75.0,50.0,1,2,6,1,wet,2024,14.500206764635475,121.00981735773354,1.0,,"5    june 7, 2024    june                    sitio libjo   waist level                      0017h         14.500206764635475   121.00981735773354",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.46334602197292,121.016286291966,0.5,,"6    june 7, 2024    june     sto. niño     pascor drive   knee level                       0017h         14.46334602197292     121.016286291966",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.479764999578846,121.02097883617316,0.5,,"7    june 7, 2024    june                    el dorado     knee level                       2350h         14.479764999578846   121.02097883617317",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.485042991870833,121.03026475046178,0.5,,"8    june 7, 2024    june                       ruiz       knee level                       2350h         14.485042991870833   121.03026475046178",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.479968820877692,121.02101318897046,0.5,,"9    june 7, 2024    june                   high school    knee level                       2350h         14.479968820877692   121.02101318897046",
27.5,75.0,5.0,0,0,6,1,wet,2024,14.48423817578842,121.03143900441049,0.1,,"10   june 7, 2024    june                   france street gutter level                      2350h         14.48423817578842    121.03143900441047",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.47562420639654,121.02698670230934,0.5,,"11   june 7, 2024    june                    malacañang knee level                          2350h         14.475624206396539   121.02698670230934",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.48495174564014,121.0303703208694,0.5,,"12   june 7, 2024    june    donbosco        compound     knee level                        2350h         14.484951745640139   121.03037032086941",
27.5,85.0,5.0,0,0,3,0,dry,2024,14.461764071079768,121.04288212976928,0.1,monsoon,"13   june 7, 2024    june   marcelo green     ilang-ilan   gutter level     monsoon         2350h         14.461764071079767   121.04288212976927","13   june 7, 2024    june   marcelo green     ilang-ilan   gutter level     monsoon         2350h   "
27.5,75.0,5.0,0,0,6,1,wet,2024,14.476474948627438,121.04026267363496,0.1,,"14   june 7, 2024    june                     ireneville   gutter level                   2350h         14.476474948627438   121.04026267363497",
27.5,75.0,5.0,0,0,6,1,wet,2024,14.476470900931758,121.03884362835277,0.1,,"15   june 7, 2024    june                     motorola     gutter level                   0104h         14.476470900931758   121.03884362835275",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.470745747304356,121.03975345727896,0.5,,"16   june 7, 2024    june                    napa street knee level                       0104h         14.470745747304356   121.03975345727895",
27.5,75.0,5.0,0,0,6,1,wet,2024,14.463329814586718,121.03733856779628,0.1,,"17   june 7, 2024    june                     creekside  gutter level                    subsided       14.463329814586718   121.03733856779627",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.470017156810366,121.04062746427164,0.5,,"18   june 7, 2024    june                     armela st  knee level                      subsided       14.470017156810366   121.04062746427165",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.472764738170182,121.02450421272086,0.5,,"19   june 7, 2024    june                      valley 3  knee level                       2350h         14.472764738170182   121.02450421272086",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.471649383275464,121.03024344713847,0.5,,"20   june 7, 2024    june    san antonio       bridge    knee level                       2350h         14.471649383275464   121.03024344713849",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.472654037758868,121.04535656893675,0.5,,"21   june 7, 2024    june      porres           niño     knee level                      subsided       14.472654037758867   121.04535656893677",
27.5,75.0,25.0,1,1,6,1,wet,2024,14.491435843589,121.03333773145177,0.5,,"22    june 7, 2024   june    sun valley       annex 41    knee level                      2350h           14.491435843589    121.03333773145175",
27.5,75.0,5.0,0,0,6,1,wet,2024,14.481514360482889,121.03048889017867,0.1,,"23   june 23, 2024   june                   france street gutter level                   subsided       14.481514360482887   121.03048889017869",
27.5,75.0,5.0,0,0,6,1,wet,2024,14.486614537055434,121.0272645732252,0.1,,"24   june 23, 2024   june    donbosco       russia street gutter level                   subsided       14.486614537055434   121.02726457322521",
27.5,75.0,50.0,1,2,6,1,wet,2024,14.507113708313184,121.03396665677172,1.0,,"25   june 23, 2024   june                     sito wella  waist level                    subsided       14.507113708313183   121.03396665677171",
27.5,75.0,50.0,1,2,6,1,wet,2024,14.503944143445306,121.0363466424299,1.0,,"26   june 23, 2024   june     merville       sta agueda waist level                      subsided       14.503944143445306    121.0363466424299",
27.5,75.0,25.0,1,1,7,1,wet,2024,14.53159177364007,120.99762434419507,0.5,,27                                          bagong ilog    knee level                      2024         14.53159177364007    120.99762434419509,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.532430901474662,120.9975264346692,0.5,,28                                               st.       knee level                      2024         14.532430901474662   120.9975264346692,
27.5,85.0,25.0,1,1,7,1,wet,2024,14.532711439110871,120.99857856003544,0.5,monsoon,29                                          bagong sikat   knee level      monsoon         2024         14.532711439110873   120.99857856003544,29                                          bagong sikat   knee level      monsoon         2024     
27.5,75.0,25.0,1,1,7,1,wet,2024,14.529068331163138,120.99826687473175,0.5,,"30   july 24, 2024   july     baclaran       extension     knee level       “carina”       2024         14.529068331163138   120.99826687473177",
27.5,75.0,25.0,1,1,7,1,wet,2024,14.53036120648728,120.9965483745102,0.5,,31                   extension       knee level         2024         14.53036120648728    120.99654837451021,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.530901496194062,120.99934041099884,0.5,,32                   lipunan st      knee level         2024         14.530901496194062   120.99934041099885,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.531767112203603,120.99812983853217,0.5,,33                  silang (dulo)    knee level         2024         14.531767112203603   120.99812983853215,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.531392898208468,120.99645005266954,0.1,,34                      street       gutter level       2024         14.531392898208468   120.99645005266954,
