record_num,year,date,month,day,month_name,latitude,longitude,weather_disturbance,barangay,location,flood_depth_text,remarks,flood_depth_cm,flood_severity,flood,is_typhoon,is_itcz,is_sw_monsoon,is_ne_monsoon,is_easterlies,is_thunderstorm,is_lpa,precipitation,temperature,humidity,wind_speed,wind_direction,temp_max,temp_min,nearest_station,distance_to_nearest_km,temp_range,station_key,station_lat,station_lon,elevation,is_monsoon_season,precip_3day_sum,precip_7day_sum,precip_3day_avg,precip_7day_avg,precip_max_3day,precip_max_7day,precip_lag1,precip_lag2,rain_streak,humidity_3day_avg,humidity_lag1,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,saturation_risk,heat_index,barangay_clean,barangay_encoded,time_reported,time_subsided,flood_duration_hours
11.0,2022.0,2022-05-15,5.0,15.0,MAY,14.46070373,121.0385847,Localized Thunderstorms,GREEN,UPS 4 CHAMPACA,LEVEL,TYPE OF VEHICLE,20,1,1,1,0,0,0,0,1,0,55.64275257654513,29.75640710759912,83.61637373887386,1.8118573042543018,108.93610254082103,35.14175619638157,24.371058018816665,naia,6.099318750898142,,,,,,,64.0,64.00000000000001,21.333333333333332,9.142857142857144,59.5,59.5,0.0,4.5,1.0,74.33333333333333,73.0,24.881228578350907,337.53957116216907,120.11959434873717,,0,30.97091979931852,green,4,,,
12.0,2022.0,2022-05-15,5.0,15.0,MAY,14.46299503,121.0375216,Localized Thunderstorms,GREEN,EXTENSION UPS 4,LEVEL,PASSABLE TO ANY TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,55.81698256941128,29.765982035833083,83.62919443905695,1.8209098033742597,108.94826316491972,35.16891969443312,24.363044377233038,naia,5.826910894042108,,,,,,,64.0,64.00000000000001,21.333333333333332,9.142857142857144,59.5,59.5,0.0,4.5,1.0,74.33333333333333,73.0,24.893050993441612,337.84816929131466,120.2496640726672,,0,30.98178698310288,green,4,,,
13.0,2022.0,2022-05-15,5.0,15.0,MAY,14.48930241,121.0310212,Localized Thunderstorms,SUN VALLEY,ANNEX 41,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,57.5534096660809,29.856651186469147,83.78279198390747,1.9079548366057077,109.2750958865418,35.42847992888409,24.2848224440542,naia,3.3059931966677056,,,,,,,64.0,64.00000000000001,21.333333333333332,9.142857142857144,59.5,59.5,0.0,4.5,1.0,74.33333333333333,73.0,25.01473595692029,340.99087972497614,121.51475873078265,,0,31.08553365136253,sun valley,10,,,
14.0,2022.0,2022-05-15,5.0,15.0,MAY,14.49255767,121.0112135,Localized Thunderstorms,MOONWALK,DAANG BATANG SCARLET,LEVEL HALF,TYPE OF VEHICLE,20,1,1,1,0,0,0,0,1,0,58.960513710466046,29.926198450315447,83.92856878274539,1.9758713098457505,109.70964202800403,35.62960417276218,24.222792727868708,naia,1.518868902730208,,,,,,,64.0,64.00000000000001,21.333333333333332,9.142857142857144,59.5,59.5,0.0,4.5,1.0,74.33333333333333,73.0,25.116630050433884,343.5772272318066,122.50846683402524,,0,31.165842035785342,moonwalk,7,,,
15.0,2022.0,2022-05-15,5.0,15.0,MAY,14.49583651,121.0134215,Localized Thunderstorms,MOONWALK,STREET SAINT PAUL,LEVEL HALF,PASSABLE TO ANY TYPE OF VEHICLE,48,2,1,1,0,0,0,0,1,0,59.049326574321306,29.93006472618138,83.94061066825876,1.9798087562543298,109.7596920734855,35.641070983260924,24.21905846910183,naia,1.3574252986338793,,,,,,,64.0,64.00000000000001,21.333333333333332,9.142857142857144,59.5,59.5,0.0,4.5,1.0,74.33333333333333,73.0,25.12347910456176,343.7507628680119,122.56859344250998,,0,31.170409366248496,moonwalk,7,,,
16.0,2022.0,2022-05-15,5.0,15.0,MAY,14.49482893,121.015504,Localized Thunderstorms,MOONWALK,ILOG,LEVEL,PASSABLE TO ANY TYPE OF VEHICLE PASSABLE TO ANY,94,3,1,1,0,0,0,0,1,0,58.90190841875404,29.92327181389257,83.9226601979955,1.9730225821507301,109.69284106023188,35.621157011340955,24.225386616444183,naia,1.5952368001092279,,,,,,,64.0,64.00000000000001,21.333333333333332,9.142857142857144,59.5,59.5,0.0,4.5,1.0,74.33333333333333,73.0,25.112405724495623,343.4709733796453,122.46722485170783,,0,31.162468456007257,moonwalk,7,,,
17.0,2022.0,2022-05-15,5.0,15.0,MAY,14.50267121,121.0125305,Localized Thunderstorms,MOONWALK,KENKO AREA 1,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,59.2884177560582,29.940794687286484,83.97128251089406,1.9906233178945676,109.88052777015865,35.6726949967813,24.208894377791665,naia,0.8673252387813739,,,,,,,64.0,64.00000000000001,21.333333333333332,9.142857142857144,59.5,59.5,0.0,4.5,1.0,74.33333333333333,73.0,25.14166929286809,344.2100436861511,122.73150938205471,,0,31.18301319935514,moonwalk,7,,,
18.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.47069805,121.040021,Localized Thunderstorms,GREEN,CREEKVILLE,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,37.618270220329514,29.37097455302621,78.44397114164407,1.936405676396019,259.26494561533735,32.533254058427744,26.208695047624673,naia,5.358453455973986,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.039758802395504,286.61273660363474,107.31347828067298,,0,30.411886810360645,green,4,,,
19.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.46858824,121.0435637,Localized Thunderstorms,GREEN,HAPPY HOMES,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,36.8801370714677,29.367025267673544,78.39672988232832,1.928805207010008,257.8218426746827,32.52655775542656,26.20749277992054,naia,5.795183614833975,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.022787473573132,284.9271829279818,106.73230622058412,,0,30.406309074701692,green,4,,,
20.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.46865703,121.0435851,Localized Thunderstorms,GREEN,ARMELA,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,36.88368971980861,29.3670360014139,78.39702331849313,1.9288319768536666,257.8258667521933,32.526589810431254,26.20748219239654,naia,5.791548718171518,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.022882061978727,284.9356016438611,106.7350993361751,,0,30.406328543760385,green,4,,,
21.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.46908499,121.04024,Localized Thunderstorms,GREEN,SAVY 25,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,37.4151204055396,29.370057588268846,78.42961234247626,1.9345154027122304,258.92778613482017,32.531414677430796,26.208700499106904,naia,5.502836091158521,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.034822311241285,286.14660876860313,107.15522016765287,,0,30.41050322492706,green,4,,,
22.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.46597878,121.0449598,Localized Thunderstorms,GREEN,SEVERINA 18 EVERLASTING,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,36.42298350645389,29.36469542330292,78.36654466245993,1.9242356146139514,256.9690680112057,32.52241293098385,26.206977915622,naia,6.1055297742320835,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.012097153898008,283.86596298884456,106.36729716887766,,0,30.402958076264113,green,4,,,
23.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.47935455,121.0430553,Localized Thunderstorms,GREEN,COMPOUND ILANG ILANG,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,37.911719551924236,29.37159821374394,78.47030844323793,1.9383050738146488,259.5044891448907,32.53589626399603,26.207300163491848,naia,4.994781495411438,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.04798371303343,287.302985545157,107.53809975330377,,0,30.41326053335844,green,4,,,
24.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.46072373,121.0382676,Localized Thunderstorms,GREEN,UPS 4,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,36.716334400987776,29.367428229563185,78.37603164074719,1.9286355860472046,257.95333628851455,32.525098716205186,26.20975774292119,naia,6.077202253625252,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.01702484127616,284.5123052904423,106.60650368652652,,0,30.406211878694567,green,4,,,
25.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.49988816,121.0097893,Localized Thunderstorms,STO NIÑO,SITIO LIBJO,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,44.688459295030846,29.39926700567123,78.97260493877444,1.9978994505786634,269.72065940005666,32.59719340618834,26.20134060515413,naia,0.7618793863831278,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.217366987284205,301.8211133016446,112.35946319338545,,0,30.45681172408413,sto niño,9,,,
26.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.49840891,121.0058436,Localized Thunderstorms,STO NIÑO,HALIK ALON ST. BARCELONA,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,44.73143420260937,29.399405164487387,78.9760881075333,1.9982331365566248,269.7722737717401,32.597581337561984,26.2012289914128,naia,0.7093568293635645,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.218500125796254,301.9086760214209,112.387631518825,,0,30.457054648188382,sto niño,9,,,
27.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.49691623,121.0189976,Localized Thunderstorms,MERVILLE,DULO,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,43.529028104396225,29.39583340732086,78.87628567601013,1.9892452581053526,268.43189007537575,32.586733498849846,26.20493331579188,naia,1.761052980471714,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.186341535202423,299.42552512934657,111.59073705316331,,0,30.450519762926547,merville,6,,,
28.0,2022.0,2022-06-08,6.0,8.0,JUNE,14.49176819,121.0310122,Localized Thunderstorms,SUN VALLEY,STA. ANA 2 EVACOM,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,41.09840859882668,29.38656615650377,78.6908829882637,1.9686492314227524,264.99953935830104,32.5647618405482,26.208370472459336,naia,3.171801586639384,,,,,,,60.5,63.55000000000001,20.166666666666668,9.078571428571431,45.0,45.0,15.5,0.0,2.0,76.0,76.0,23.12454838848308,294.3046845218517,109.90604951224472,,0,30.435484716847693,sun valley,10,,,
29.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.47513822,121.0011419,Localized Thunderstorms,DIONISIO,INTERSECTION DIAMOND ST,LEVEL,TYPE OF VEHICLE,48,2,1,1,0,0,0,0,1,0,33.86576044452963,27.45405120866404,87.87204776890906,1.973520206336548,240.63452850137983,29.887914082530884,25.0201883347972,naia,3.310004162070957,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.124436992578023,312.07804087319704,97.5032075929812,,1,28.549448687940842,dionisio,2,,,
30.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.47284996,120.9980518,Localized Thunderstorms,DIONISIO,BERNABE PHASE 3 OLIVAREZ,LEVEL,NOT PASSABLE TO LIGHT VEHICLE,48,2,1,1,0,0,0,0,1,0,33.62428787011318,27.4623507467998,87.85197731078122,1.9698776983621937,239.21657865223423,29.90155087125307,25.023150622346535,naia,3.614254381737375,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.12621814708572,311.39620034636846,97.34182356397854,,1,28.558054117927952,dionisio,2,,,
31.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.48064823,120.9966998,Localized Thunderstorms,DIONISIO,COMPOUND GREENHILLS,LEVEL,NOT PASSABLE TO LIGHT VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,34.159634954837315,27.445831626066145,87.88947618373692,1.9795763132169448,242.15513096788285,29.87520449119934,25.016458760932952,naia,2.8113846488417833,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.12199765041994,312.8776311632353,97.70438006157508,,1,28.540862222359223,dionisio,2,,,
32.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.47868124,120.9983019,Localized Thunderstorms,DIONISIO,PNHS CAMELLA,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,34.06592010034383,27.448453437402993,87.88391600338159,1.977645604038423,241.67015058137568,29.879258816674977,25.01764805813101,naia,2.9752952163678863,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.12277576315455,312.62327804857415,97.64045437659375,,1,28.54360103234271,dionisio,2,,,
33.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.45796236,121.0102374,Localized Thunderstorms,SAN ISIDRO,HOMES VALLEY 2 SAN,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,48,2,1,1,0,0,0,0,1,0,32.68250405239561,27.48587147544685,87.80661727659421,1.9480356507005052,234.65097209124644,29.936453506918465,25.03528944397523,naia,5.230448272454381,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.134413971582195,308.81398818918257,96.66721999380115,,1,28.582742518547043,san isidro,8,,,
34.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.46935974,121.0075128,Localized Thunderstorms,SAN ISIDRO,FELIPE SILVERIO,LEVEL,TYPE OF VEHICLE,48,2,1,1,0,0,0,0,1,0,33.49021127889914,27.46375127880046,87.85276623065413,1.965087258487415,238.7789529580832,29.90249492829495,25.025007629305975,naia,3.9408902991926857,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.12766520913285,311.05814163272515,97.2402327391512,,1,28.559615302703143,san isidro,8,,,
35.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.4724303,121.0125807,Localized Thunderstorms,SAN ISIDRO,COMPOUND PUROK 5,LEVEL,NOT PASSABLE TO LIGHT VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,33.68412806174924,27.456758716857635,87.87010246312953,1.9677297744201034,239.95335675630994,29.890867028218025,25.022650405497245,naia,3.6859071977798106,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.12628201755705,311.6121783221414,97.36941409639881,,1,28.552376152858454,san isidro,8,,,
36.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.4699983,121.0048132,Localized Thunderstorms,SAN ISIDRO,VALLEY 15 GREENHEIGHTS,LEVEL,TYPE OF VEHICLE,48,2,1,1,0,0,0,0,1,0,33.52566667897215,27.463436287658677,87.85235163841384,1.9664018254185136,238.88864355857785,29.902359678365798,25.024512896951556,naia,3.8586587964936916,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.12727461942565,311.1469381581751,97.26733494144402,,1,28.559257986983134,san isidro,8,,,
37.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.46784745,121.0142414,Localized Thunderstorms,SAN ISIDRO,ENTRANCE LOPEZ AVE,LEVEL,SUBSIDED PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,33.33792372063134,27.466316108954757,87.85003872511291,1.9604866778735157,238.1757008557785,29.90557979344239,25.02705242446713,naia,4.223273823194842,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.12916933807868,310.65973381083916,97.1277710858093,,1,28.56236539767262,san isidro,8,,,
38.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.4685983,121.0119256,Localized Thunderstorms,SAN ISIDRO,BRIDGE SANTOS,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,94,3,1,1,0,0,0,0,1,0,33.4170679749811,27.46468675757759,87.85255884477453,1.9626218478609274,238.5215241367559,29.903364167657635,25.02600934749754,naia,4.087962380944457,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.12843009523385,310.87090081509456,97.18523882745599,,1,28.560638914282233,san isidro,8,,,
39.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.48505478,121.0303088,Localized Thunderstorms,DON BOSCO,COMPOUND EUTHOPIA,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,33.730390631511085,27.451284225853776,87.88839786597974,1.9650757744380754,240.64846540774272,29.88022860143126,25.022339850276296,naia,3.513152341867254,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.1264938997393,311.79420864630254,97.38659082825224,,1,28.54683192605085,don bosco,3,,,
40.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.48316933,121.0343883,Localized Thunderstorms,DON BOSCO,STREET INDIA STREET,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,20,1,1,1,0,0,0,0,1,0,33.39548069682664,27.459101415992226,87.87430240341796,1.9568364080328347,239.0845169827258,29.891510075453933,25.02669275653052,naia,3.98896862428407,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.12949381555023,310.89270720568874,97.1482463378433,,1,28.555062787014037,don bosco,3,,,
41.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.48,121.02,Localized Thunderstorms,DON BOSCO,ANNEX 35 FRANCE ST,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,94,3,1,1,0,0,0,0,1,0,34.00502718359341,27.445782376662752,87.89657696706374,1.972616242471242,241.83191501797077,29.872854522843788,25.018710230481723,naia,3.19974792175677,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.123903230916188,312.5155485456562,97.58325102832492,,1,28.540993457357906,don bosco,3,,,
42.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.48,121.02,Localized Thunderstorms,DON BOSCO,ANNEX 35 F. SERRANO,LEVEL,TYPE OF VEHICLE,48,2,1,1,0,0,0,0,1,0,34.00502718359341,27.445782376662752,87.89657696706374,1.972616242471242,241.83191501797077,29.872854522843788,25.018710230481723,naia,3.19974792175677,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.123903230916188,312.5155485456562,97.58325102832492,,1,28.540993457357906,don bosco,3,,,
43.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.48867823,121.0260738,Localized Thunderstorms,DON BOSCO,ELEM SCHOOL CREEK SIDE,LEVEL,PASSABLE TO ANY TYPE OF VEHICLE PASSABLE TO ANY,48,2,1,1,0,0,0,0,1,0,34.144814938856015,27.44067561191841,87.90931984206773,1.97446412387969,242.68570409652366,29.86433586154378,25.01701536229305,naia,2.9057190314197867,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.12291129050563,312.91121041201814,97.67445631105878,,1,28.535708746764247,don bosco,3,,,
44.0,2022.0,2022-09-10,9.0,10.0,SEPTEMBER,14.49556193,121.0253435,Localized Thunderstorms,MERVILLE,SITIO TUYUAN,LEVEL,TYPE OF VEHICLE PASSABLE TO ANY,48,2,1,1,0,0,0,0,1,0,34.41464354607417,27.43315101323801,87.9252387694021,1.98004404991787,244.07944038539708,29.85271255414833,25.013589472327695,naia,2.4386218292579867,,,,,,,99.5,126.00000000000001,33.166666666666664,18.000000000000004,47.0,47.0,17.0,47.0,3.0,82.33333333333333,83.0,24.120663530360172,313.6403519966267,97.85748961949729,,1,28.5278473490962,merville,6,,,
