record_num,date,month,day,year,barangay,location,latitude,longitude,flood_depth,weather_disturbance,remarks,time_reported,time_subsided
135,2024-08-04,8.0,4.0,2024,,August Moonwalk Batang Knee Level Thunderstorms,14.492423506680684,,knee,,,,
27,,,,2024,,Bagong Ilog Knee Level,14.53159177364007,,knee,,,,
28,,,,2024,,St. Knee Level,14.532430901474662,,knee,,,,
29,,,,2024,,Bagong Sikat Knee Level MONSOON,14.532711439110873,,knee,,,,
31,,,,2024,,Extension Knee Level,14.53036120648728,,knee,,,,
32,,,,2024,,Lipunan St Knee Level,14.530901496194062,,knee,,,,
33,,,,2024,,Silang,14.531767112203603,,knee,,,,
34,,,,2024,,Street Gutter Level,14.531392898208468,,gutter,,,,
35,,,,2024,,Extension Waist Level,14.529014184716445,,waist,,,,
36,,,,2024,,Street Gutter Level,14.531338639424476,,gutter,,,,
37,,,,2024,,Help Village Gutter Level,14.494926308418071,,gutter,,,,
38,,,,2024,,Street Gutter Level,14.499402125420744,,gutter,,,,
39,,,,2024,,La Huerta M. Rodriguez Gutter Level,14.500720311864196,,gutter,,,,
40,,,,2024,,Peter Knee Level,14.481908898868673,,knee,,,,
41,,,,2024,,San Dionisio DASA PNHS Knee Level,14.4786703879674,,knee,,,,
42,,,,2024,,Coastal Waist Level,14.488876170973864,,waist,,,,
44,,,,2024,,Southbound,14.474902622808647,,knee,,,,
45,,,,2024,,Southbound,14.484232354038618,,knee,,,,
46,,,,2024,,Gatchalian,14.481804221216493,,waist,,,,
47,,,,2024,,Ave Knee Level,14.469333797321422,,knee,,,,
48,,,,2024,,Topland Waist Level,14.4713932432849,,waist,,,,
49,,,,2024,,Gatchalian,14.475258475186681,,waist,,,,
50,,,,2024,,Street Waist Level,14.490414525087248,,waist,,,,
51,,,,2024,,Street Waist Level,14.476985120731806,,waist,,,,
52,,,,2024,,Tramo,14.488655258905634,,waist,,,,
53,,,,2024,,Subdivision Knee Level,14.47862740173645,,knee,,,,
54,,,,2024,,Kay Talise Waist Level,14.479026065340584,,waist,,,,
55,,,,2024,,Northbound,14.47400350965944,,gutter,,,,
56,,,,2024,,Associaton Knee Level,14.476343858877067,,knee,,,,
57,,,,2024,,Waist Level,14.470850168446994,,waist,,,,
58,,,,2024,,Waist Level,14.471420424097193,,waist,,,,
59,,,,2024,,Creekside Waist Level,14.471420424097193,,waist,,,,
60,,,,2024,,Chest Level,14.471433766085376,,chest,,,,
61,,,,2024,,Waist Level,14.469776644805169,,waist,,,,
62,,,,2024,,Creekside Chest Level,14.47023198538167,,chest,,,,
63,,,,2024,,Riverville Knee Level,14.460244455136388,,knee,,,,
64,,,,2024,,San Isidro Estate Waist Level,14.473521620946384,,waist,,,,
65,,,,2024,,Compound Waist Level,14.509965645772855,,waist,,,,
66,,,,2024,,Halik Alon Chest Level,14.4975165646766,,chest,,,,
67,,,,2024,,Pascor Drive Knee Level,14.508453859568545,,knee,,,,
68,,,,2024,,Sitio Libjo Waist Level,14.499979544031826,,waist,,,,
69,,,,2024,,Kaingin Chest Level,14.497002182279832,,chest,,,,
70,,,,2024,,Sto. Ni,14.49747850445389,,chest,,,,
71,,,,2024,,Mayuga Dulo Waist Level,14.516521188074677,,waist,,,,
72,,,,2024,,Dulo Knee Level,14.517624369782762,,knee,,,,
73,,,,2024,,Kabesa Knee Level,14.514002315642081,,knee,,,,
74,,,,2024,,to STC Knee Level,14.516985855513736,,knee,,,,
75,,,,2024,,Tambo Leon Knee Level,14.512166159832399,,knee,,,,
76,,,,2024,,Vitalez Bridge Waist Level,14.509532956419363,,waist,,,,
77,,,,2024,,Compound Waist Level,14.509965645772855,,waist,,,,
78,,,,2024,,Alejandro St Knee Level,14.509528560953378,,knee,,,,
79,,,,2024,,Jet Plain Knee Level,14.510066071288668,,knee,,,,
80,,,,2024,,Gat Mendoza Knee Level,14.509423580668077,,knee,,,,
81,,,,2024,,Compound Knee Level,14.510684985069586,,knee,,,,
82,,,,2024,,BF Homes Phase,14.455763973789402,,waist,,,,
83,,,,2024,,Don Bosco Compound Waist Level,14.492530653622772,,waist,,,,
84,,,,2024,,Napa Street Knee Level,14.470010963324352,,knee,,,,
85,,,,2024,,Ilang,14.461764071079767,,knee,,,,
86,,,,2024,,Creekville Knee Level,14.470732558279389,,knee,,,,
87,,,,2024,,Compound Gutter Level,14.470015759547934,,gutter,,,,
88,,,,2024,,Marcelo Green Compound Knee Level,14.477914113594169,,knee,,,,
89,,,,2024,,Road Seaoil Waist Level,14.504688371016087,,waist,,,,
90,,,,2024,,Manggahan,14.506139206118469,,chest,,,,
91,,,,2024,,Cubic Side Knee Level,14.497003869375725,,knee,,,,
92,,,,2024,,Merville Subdivision Knee Level,14.498245549411694,,knee,,,,
93,,,,2024,,Bulaong Uno Knee Level,14.491383959985088,,knee,,,,
94,,,,2024,,Phase,14.492342486705894,,knee,,,,
95,,,,2024,,Batang Knee Level,14.492454416576637,,knee,,,,
96,,,,2024,,Gate,14.48093840292284,,waist,,,,
97,,,,2024,,Airport Village Knee Level,14.48989659417174,,knee,,,,
98,,,,2024,,Scarlet Street Chest Level,14.49589281318393,,chest,,,,
99,,,,2024,,Multinational Chest Level,14.480975393724197,,chest,,,,
100,,,,2024,,Moonwalk Area B Chest Level,14.527457201452243,,chest,,,,
101,,,,2024,,Kenko Chest Level,14.501454920542587,,chest,,,,
102,,,,2024,,Brdige Chest Level,14.499847584551807,,chest,,,,
103,,,,2024,,Phase,14.499470408804095,,chest,,,,
104,,,,2024,,School Gutter Level,14.486087741154257,,gutter,,,,
105,,,,2024,,Gutter Level,14.493772797456339,,gutter,,,,
106,,,,2024,,School Gutter Level,14.461097514112586,,gutter,,,,
107,,,,2024,,Barangay Chest Level,14.469478439005677,,chest,,,,
108,,,,2024,,Southbound,14.4610474834533,,gutter,,,,
109,,,,2024,,Valley,14.4610474834533,,gutter,,,,
110,,,,2024,,Ferrer Waist Level,14.46869770438664,,waist,,,,
111,,,,2024,,San Antonio estate Knee Level,14.46258243785841,,knee,,,,
112,,,,2024,,Barangay Hall Knee Level,14.469565755511578,,knee,,,,
113,,,,2024,,fourth estate Knee Level,14.462976801532227,,knee,,,,
114,,,,2024,,Brgy. Hall Gutter Level,14.494397069737978,,gutter,,,,
115,,,,2024,,Porres Ni,14.47254436265839,,waist,,,,
116,,,,2024,,Annex,14.491648423298209,,waist,,,,
117,,,,2024,,Sun Valley,14.494290827928694,,knee,,,,
118,,,,2024,,Topland Knee Level,14.470650797505417,,knee,,,,
119,,,,2024,,PNHS Gutter Level,14.4787316330279,,gutter,,,,
120,,,,2024,,SM Sucat Gutter Level,14.483677694929094,,gutter,,,,
121,,,,2024,,Olivarez Gutter Level,14.472979555821,,gutter,,,,
122,,,,2024,,Village Knee Level,14.47571768588381,,knee,,,,
124,,,,2024,,Palanyag RD Knee Level,14.48895985291295,,knee,,,,
125,,,,2024,,Greenhills Knee Level,14.478185227320033,,knee,,,,
126,,,,2024,,Gatchalian,14.481804221216493,,knee,,,,
127,,,,2024,,San Antonio Ferrer Knee Level,14.46869770438664,,knee,,,,
128,,,,2024,,EvacomDASA Gutter Level,14.475444108710176,,gutter,,,,
129,,,,2024,,PNHS Knee Level,14.4787316330279,,knee,,,,
130,,,,2024,,Olivarez Knee Level,14.472979555821,,knee,,,,
131,,,,2024,,San Dionisio SM Sucat Gutter Level,14.483677694929094,,gutter,,,,
132,,,,2024,,Ave. Gutter Level,14.480406954006517,,gutter,,,,
133,,,,2024,,Russia Street Gutter Level,14.485660766915188,,gutter,,,,
134,,,,2024,,Don Bosco Science Ville Gutter Level,14.484016000822844,,gutter,,,,
136,,,,2024,,Sto. Ni,14.493765497057131,,gutter,,,,
137,,,,2024,,Terminal Gutter Level,14.492941677832762,,gutter,,,,
138,,,,2024,,Ferrer Waist Level,14.46869770438664,,waist,,,,
139,,,,2024,,Fourth Estate Knee Level,14.46258243785841,,knee,,,,
140,,,,2024,,Valley,14.465055092761252,,gutter,,,,
141,,,,2024,,Montecarlo Knee Level,14.465667936562904,,knee,,,,
142,,,,2024,,Sta. Lucia Knee Level,14.470734560748626,,knee,,,,
143,,,,2024,,San Antonio Sta. Catalina Knee Level,14.47166605113003,,knee,,,,
144,,,,2024,,Annex,14.491093902626647,,waist,,,,
145,,,,2024,,Drive Gutter Level,14.491648423298209,,gutter,,,,
146,,,,2024,,Zone,14.493852915674191,,gutter,,,,
147,,,,2024,,Sun Valley Zone,14.494521759939726,,gutter,,,,
148,,,,2024,,Zone,14.491567490389132,,gutter,,,,
149,,,,2024,,Zone,14.488749544111243,,gutter,,,,
150,,,,2024,,Zone,14.49389908477068,,gutter,,,,
151,,,,2024,,Baclaran St. Gutter Level September,14.532430901474662,,gutter,,,,
152,,,,2024,,Don Galo Riverside Knee Level September,14.505876406012373,,knee,,,,
153,,,,2024,,Village Knee Level,14.475956511577417,,knee,,,,
154,,,,2024,,Topland Knee Level,14.470650797505417,,knee,,,,
155,,,,2024,,Ave. Knee Level,14.4751068897091,,knee,,,,
156,,,,2024,,Southbound,14.484767601285679,,knee,,,,
157,,,,2024,,September San Dionisio,14.484859712588815,,knee,,,,
158,,,,2024,,PNHS Main Knee Level,14.4787316330279,,knee,,,,
160,,,,2024,,Wilcon Depot Knee Level,14.4811841557345,,knee,,,,
161,,,,2024,,Subd. Knee Level,14.478698809148534,,knee,,,,
162,,,,2024,,Coastal Knee Level,14.488640932656116,,knee,,,,
163,,,,2024,,College Gutter Level,14.472979555821,,gutter,,,,
164,,,,2024,,Quirino Knee Level,14.490606568911028,,knee,,,,
165,,,,2024,,Gatchalian,14.475258475186681,,gutter,,,,
166,,,,2024,,San Isidro Valley,14.467307570585012,,knee,,,,
167,,,,2024,,Compound Gutter Level,14.470007344293688,,gutter,,,,
168,,,,2024,,Orthodox Knee Level,14.465512646376936,,knee,,,,
169,,,,2024,,Fortunata Waist Level,14.47129373151303,,waist,,,,
170,,,,2024,,Village DASA Knee Level,14.47400350965944,,knee,,,,
171,,,,2024,,Valley,14.469766203556002,,waist,,,,
172,,,,2024,,Village Knee Level,14.467611950920887,,knee,,,,
173,,,,2024,,a Area,14.45792916433258,,knee,,,,
174,,,,2024,,Sitio Libjo Knee Level,14.499979544031826,,knee,,,,
175,,,,2024,,Sto. Ni,14.49747850445389,,knee,,,,
176,,,,2024,,Pascor Drive Gutter Level,14.508453859568545,,gutter,,,,
177,,,,2024,,Tambo Dulo Knee Level,14.516521188074677,,knee,,,,
178,,,,2024,,Teoville Ave. Knee Level,14.454050846261849,,knee,,,,
179,,,,2024,,Clinic Ville Knee Level,14.451665154992883,,knee,,,,
180,,,,2024,,BF Homes Site II Waist Level,14.459772609740565,,waist,,,,
181,,,,2024,,High School Knee Level,14.479764999578846,,knee,,,,
182,,,,2024,,Russia St. Gutter Level,14.48548409615394,,gutter,,,,
183,,,,2024,,Don Bosco Ruiz Waist Level,14.484859652745868,,waist,,,,
184,,,,2024,,Merville Sitio Wella Knee Level,14.507073448379362,,knee,,,,
185,,,,2024,,Station Waist Level,14.485560148510828,,waist,,,,
186,,,,2024,,Moonwalk Village Gutter Level,14.489271909035525,,gutter,,,,
187,,,,2024,,Northbound,14.4610474834533,,waist,,,,
188,,,,2024,,Hinirang Waist Level,14.463549211674886,,waist,,,,
189,,,,2024,,Valley,14.465147151764747,,gutter,,,,
190,,,,2024,,Valley,14.472222901131067,,waist,,,,
191,,,,2024,,Barangay Chest Level,14.469478439005677,,chest,,,,
193,,,,2024,,Annex,14.491093902626647,,knee,,,,
194,,,,2024,,Drive Gutter Level,14.48821971120393,,gutter,,,,
195,,,,2024,,Hall,14.497721845273981,,gutter,,,,
197,,,,2024,,Sta. Ana Knee Level,14.494290827928694,,knee,,,,
198,,,,2024,,Gutter Level,14.475440664196226,,gutter,,,,
200,,,,2024,,Gutter Level,14.488731188341198,,gutter,,,,
201,,,,2024,,Gutter Level,14.490461025593167,,gutter,,,,
202,,,,2024,,Gutter Level,14.483496076771221,,gutter,,,,
